Date (MM/DD/YYYY),Time (HH:MM:SS),Depth m,ODO % sat,ODO mg/L,Temp °C,Cond µS/cm,TDS mg/L,SpCond µS/cm,Sal psu,nLF Cond µS/cm,Turbidity FNU,TSS mg/L,Chlorophyll RFU,Chlorophyll µg/L,BGA-PC RFU,BGA-PC µg/L,fDOM RFU,fDOM QSU,pH,pH mV,ORP mV,ORP raw mV,Press psi a,Depth m
10/20/2013,21:26:45,0,64.4,6.98,11.706,43,28,57,0.03,58,-0.3,0,0.01,-0.02,0.14,-0.39,-0.64,0.34,7.88,-83.6,181.2,154,0,0
10/20/2013,21:26:45,0.001,64.4,6.99,11.702,43,28,57,0.03,58,-0.3,0,0.01,-0.03,0.15,-0.39,-0.64,0.33,7.88,-83.4,181.1,154,0.001,0.001
10/20/2013,21:26:46,0.002,64.4,6.99,11.696,43,28,57,0.03,58,-0.3,0,0.01,-0.03,0.15,-0.39,-0.64,0.33,7.87,-82.8,181.1,153.9,0.003,0.002
10/20/2013,21:26:46,0.005,64.4,6.99,11.694,43,28,57,0.03,58,-0.3,0,0.01,-0.03,0.15,-0.39,-0.65,0.33,7.87,-83.1,181,153.9,0.007,0.005
10/20/2013,21:26:47,0.009,64.5,7,11.691,43,28,57,0.03,58,-0.3,0,0.01,-0.02,0.15,-0.39,-0.65,0.33,7.88,-83.4,180.9,153.7,0.012,0.009
10/20/2013,21:26:47,0.011,64.5,7,11.688,43,28,57,0.03,58,-0.3,0,0.01,-0.01,0.15,-0.38,-0.64,0.34,7.89,-83.7,180.7,153.5,0.016,0.011
10/20/2013,21:26:48,0.016,64.5,7,11.671,43,28,57,0.03,58,-0.3,0,0.01,-0.01,0.16,-0.38,-0.64,0.34,7.89,-83.8,180.5,153.4,0.023,0.016
10/20/2013,21:26:48,0.02,64.5,7,11.671,43,28,57,0.03,58,-0.3,0,0.01,-0.01,0.16,-0.38,-0.64,0.33,7.89,-83.8,180.3,153.2,0.029,0.02
10/20/2013,21:26:49,0.026,64.5,7,11.661,43,28,57,0.03,58,-0.3,0,0.01,-0.03,0.16,-0.38,-0.64,0.33,7.89,-83.8,180.2,153,0.037,0.026
10/20/2013,21:26:49,0.033,64.5,7,11.651,42,28,57,0.03,58,-0.3,0,0.01,-0.04,0.16,-0.38,-0.64,0.33,7.89,-83.8,180,152.8,0.046,0.033
10/20/2013,21:26:50,0.037,64.5,7.01,11.637,42,28,57,0.03,58,-0.3,0,0.01,-0.03,0.15,-0.38,-0.64,0.34,7.89,-83.8,179.8,152.6,0.053,0.037
10/20/2013,21:26:50,0.045,64.5,7.01,11.618,42,28,57,0.03,58,-0.3,0,0.01,-0.04,0.16,-0.38,-0.64,0.35,7.89,-83.8,179.7,152.5,0.064,0.045
10/20/2013,21:26:51,0.054,64.5,7.01,11.599,42,28,57,0.03,58,-0.3,0,0.01,-0.03,0.15,-0.38,-0.64,0.35,7.89,-83.8,179.5,152.3,0.076,0.054
10/20/2013,21:26:51,0.06,64.4,7.01,11.581,42,28,57,0.03,58,-0.3,0,0,-0.04,0.15,-0.39,-0.64,0.35,7.89,-83.8,179.3,152.2,0.085,0.06
10/20/2013,21:26:52,0.069,64.4,7.01,11.552,42,28,57,0.03,58,-0.3,0,0,-0.04,0.15,-0.39,-0.64,0.36,7.88,-83.7,179.2,152,0.098,0.069
10/20/2013,21:26:52,0.075,64.4,7.01,11.524,42,28,57,0.03,58,-0.3,0,0,-0.05,0.15,-0.39,-0.64,0.35,7.88,-83.6,179.1,151.9,0.106,0.075
10/20/2013,21:26:53,0.084,64.4,7.01,11.493,42,27,57,0.03,58,-0.3,0,0,-0.07,0.15,-0.38,-0.64,0.34,7.88,-83.6,178.9,151.7,0.119,0.084
10/20/2013,21:26:53,0.09,64.3,7.01,11.468,42,27,57,0.03,58,-0.3,0,0,-0.05,0.15,-0.38,-0.64,0.34,7.88,-83.5,178.8,151.6,0.128,0.09
10/20/2013,21:26:54,0.099,64.3,7.01,11.436,42,27,57,0.03,58,-0.3,0,0,-0.06,0.16,-0.38,-0.64,0.35,7.88,-83.4,178.7,151.5,0.14,0.099
10/20/2013,21:26:54,0.108,64.3,7.01,11.407,42,27,57,0.03,58,-0.3,0,0,-0.07,0.16,-0.38,-0.64,0.36,7.88,-83.4,178.6,151.4,0.154,0.108
10/20/2013,21:26:55,0.117,64.3,7.02,11.384,42,27,57,0.03,58,-0.3,0,0,-0.08,0.16,-0.38,-0.64,0.36,7.88,-83.3,178.4,151.3,0.167,0.117
10/20/2013,21:26:55,0.124,64.3,7.02,11.362,42,27,57,0.03,58,-0.3,0,0,-0.08,0.16,-0.38,-0.64,0.35,7.88,-83.2,178.3,151.2,0.176,0.124
10/20/2013,21:26:56,0.133,64.2,7.02,11.345,42,27,57,0.03,58,-0.3,0,0,-0.07,0.16,-0.38,-0.64,0.35,7.88,-83.2,178.2,151,0.19,0.133
10/20/2013,21:26:56,0.14,64.2,7.02,11.322,42,27,57,0.03,58,-0.3,0,0,-0.07,0.16,-0.38,-0.64,0.35,7.87,-83.1,178.1,150.9,0.198,0.14
10/20/2013,21:26:57,0.149,64.2,7.02,11.299,42,27,57,0.03,58,-0.3,0,0,-0.07,0.16,-0.38,-0.64,0.35,7.87,-83,178,150.8,0.212,0.149
10/20/2013,21:26:57,0.156,64.2,7.02,11.269,42,27,57,0.03,58,-0.3,0,0,-0.06,0.15,-0.38,-0.64,0.35,7.87,-82.9,177.9,150.7,0.221,0.156
10/20/2013,21:26:58,0.166,64.1,7.03,11.245,42,27,57,0.03,58,-0.3,0,0,-0.06,0.15,-0.38,-0.64,0.35,7.87,-82.9,177.8,150.6,0.235,0.166
10/20/2013,21:26:58,0.176,64.1,7.03,11.213,42,27,57,0.03,58,-0.3,0,0,-0.07,0.16,-0.38,-0.64,0.34,7.87,-82.8,177.7,150.5,0.25,0.176
10/20/2013,21:26:59,0.186,64.1,7.03,11.181,42,27,57,0.03,58,-0.3,0,-0.01,-0.09,0.16,-0.38,-0.64,0.34,7.87,-82.7,177.6,150.4,0.264,0.186
10/20/2013,21:26:59,0.192,64,7.03,11.148,42,27,57,0.03,58,-0.3,0,-0.01,-0.09,0.15,-0.38,-0.64,0.34,7.87,-82.7,177.5,150.3,0.273,0.192
10/20/2013,21:27:00,0.202,64,7.03,11.124,42,27,57,0.03,58,-0.3,0,0,-0.08,0.16,-0.38,-0.64,0.34,7.87,-82.6,177.3,150.2,0.287,0.202
10/20/2013,21:27:00,0.209,64,7.03,11.094,42,27,57,0.03,58,-0.3,0,0,-0.08,0.15,-0.39,-0.64,0.34,7.87,-82.6,177.2,150.1,0.298,0.209
10/20/2013,21:27:01,0.222,64,7.04,11.064,42,27,57,0.03,58,-0.3,0,-0.01,-0.09,0.15,-0.38,-0.64,0.33,7.86,-82.5,177.2,150,0.315,0.222
10/20/2013,21:27:01,0.235,63.9,7.04,11.034,42,27,57,0.03,58,-0.3,0,-0.01,-0.08,0.16,-0.38,-0.65,0.33,7.86,-82.5,177,149.9,0.333,0.235
10/20/2013,21:27:02,0.244,63.9,7.04,11.011,42,27,57,0.03,58,-0.3,0,0,-0.08,0.15,-0.38,-0.65,0.32,7.86,-82.4,177,149.8,0.346,0.244
10/20/2013,21:27:02,0.989,63.9,7.04,10.982,42,27,57,0.03,58,-0.3,0,0,-0.08,0.15,-0.38,-0.65,0.32,7.86,-82.4,176.9,149.7,1.406,0.989
10/20/2013,21:27:03,1.016,63.9,7.04,10.929,42,27,57,0.03,58,-0.3,0,0,-0.07,0.16,-0.38,-0.65,0.33,7.86,-82.3,176.8,149.6,1.445,1.016
10/20/2013,21:27:03,1.075,63.8,7.05,10.929,42,27,57,0.03,58,-0.3,0,0,-0.07,0.16,-0.38,-0.65,0.32,7.86,-82.3,176.7,149.5,1.528,1.075
10/20/2013,21:27:04,1.113,63.8,7.05,10.911,42,27,57,0.03,58,-0.2,0,0,-0.05,0.16,-0.38,-0.64,0.33,7.86,-82.3,176.6,149.4,1.582,1.113
10/20/2013,21:27:04,1.14,63.8,7.05,10.892,42,27,57,0.03,58,-0.2,0,0,-0.06,0.16,-0.38,-0.64,0.33,7.86,-82.2,176.5,149.3,1.621,1.14
10/20/2013,21:27:05,1.185,63.8,7.06,10.881,42,27,57,0.03,58,-0.2,0,0,-0.04,0.16,-0.38,-0.64,0.33,7.86,-82.2,176.4,149.3,1.685,1.185
10/20/2013,21:27:05,1.239,63.8,7.06,10.869,42,27,57,0.03,58,-0.2,0,0.01,-0.02,0.16,-0.38,-0.64,0.34,7.86,-82.1,176.3,149.2,1.762,1.239
10/20/2013,21:27:06,1.243,63.8,7.06,10.856,42,27,57,0.03,58,-0.2,0,0.01,-0.02,0.16,-0.38,-0.64,0.34,7.86,-82.1,176.3,149.1,1.767,1.243
10/20/2013,21:27:06,1.254,63.9,7.06,10.85,42,27,57,0.03,58,-0.2,0,0.01,-0.02,0.16,-0.37,-0.64,0.34,7.86,-82.1,176.1,149,1.783,1.254
10/20/2013,21:27:07,1.258,63.9,7.07,10.84,42,27,57,0.03,58,-0.2,0,0.01,0,0.16,-0.37,-0.64,0.34,7.86,-82,176.1,148.9,1.789,1.258
10/20/2013,21:27:07,1.264,63.9,7.07,10.828,42,27,57,0.03,58,-0.2,0,0.01,-0.01,0.16,-0.38,-0.64,0.33,7.85,-82,175.9,148.8,1.797,1.264
10/20/2013,21:27:08,1.27,63.8,7.07,10.811,42,27,57,0.03,58,-0.2,0,0.01,0,0.16,-0.37,-0.65,0.33,7.85,-81.9,175.9,148.7,1.806,1.27
10/20/2013,21:27:08,1.284,63.8,7.07,10.796,42,27,57,0.03,58,-0.2,0,0.01,0,0.17,-0.37,-0.64,0.34,7.85,-81.9,175.7,148.6,1.825,1.284
10/20/2013,21:27:09,1.3,63.8,7.07,10.777,42,27,57,0.03,58,-0.2,0,0.02,0.02,0.17,-0.37,-0.64,0.34,7.85,-81.9,175.7,148.5,1.849,1.3
10/20/2013,21:27:09,1.313,63.8,7.07,10.756,42,27,57,0.03,58,-0.2,0,0.02,0.02,0.17,-0.37,-0.65,0.33,7.85,-81.8,175.6,148.4,1.867,1.313
10/20/2013,21:27:10,1.333,63.8,7.08,10.738,42,27,57,0.03,58,-0.2,0,0.02,0.04,0.17,-0.37,-0.65,0.33,7.85,-81.8,175.5,148.3,1.895,1.333
10/20/2013,21:27:10,1.346,63.8,7.08,10.73,41,27,57,0.03,58,-0.2,0,0.03,0.06,0.17,-0.37,-0.65,0.32,7.85,-81.8,175.4,148.2,1.913,1.346
10/20/2013,21:27:11,1.364,63.8,7.08,10.721,41,27,57,0.03,58,-0.2,0,0.03,0.07,0.17,-0.37,-0.65,0.32,7.85,-81.7,175.3,148.2,1.94,1.364
10/20/2013,21:27:11,1.383,63.8,7.09,10.712,41,27,57,0.03,58,-0.2,0,0.04,0.08,0.17,-0.37,-0.65,0.31,7.85,-81.6,175.3,148.1,1.967,1.383
10/20/2013,21:27:12,1.402,63.8,7.09,10.704,41,27,57,0.03,58,-0.2,0,0.04,0.09,0.16,-0.37,-0.65,0.32,7.85,-81.5,175.2,148,1.993,1.402
10/20/2013,21:27:12,1.413,63.8,7.09,10.696,41,27,57,0.03,58,-0.2,0,0.04,0.1,0.16,-0.38,-0.65,0.31,7.85,-81.4,175.1,148,2.009,1.413
10/20/2013,21:27:13,1.43,63.9,7.09,10.683,41,27,57,0.03,58,-0.2,0,0.05,0.13,0.16,-0.38,-0.65,0.31,7.84,-81.3,175.1,147.9,2.033,1.43
10/20/2013,21:27:13,1.441,63.9,7.09,10.683,41,27,57,0.03,58,-0.2,0,0.05,0.14,0.16,-0.38,-0.65,0.31,7.84,-81.3,175.1,147.9,2.048,1.441
10/20/2013,21:27:14,1.456,63.9,7.09,10.678,41,27,57,0.03,58,-0.2,0,0.05,0.16,0.16,-0.38,-0.65,0.31,7.84,-81.2,175,147.8,2.071,1.456
10/20/2013,21:27:14,1.472,63.9,7.1,10.668,41,27,57,0.03,58,-0.2,0,0.06,0.17,0.16,-0.37,-0.66,0.3,7.84,-81.1,174.9,147.8,2.093,1.472
10/20/2013,21:27:15,1.483,63.9,7.1,10.668,41,27,57,0.03,58,-0.2,0,0.06,0.17,0.17,-0.37,-0.66,0.3,7.84,-81.1,174.9,147.7,2.108,1.483
10/20/2013,21:27:15,1.498,63.9,7.1,10.663,41,27,57,0.03,58,-0.2,0,0.06,0.18,0.17,-0.37,-0.66,0.3,7.84,-81,174.8,147.6,2.13,1.498
10/20/2013,21:27:16,1.508,63.9,7.1,10.658,41,27,57,0.03,58,-0.2,0,0.06,0.18,0.17,-0.37,-0.66,0.3,7.84,-80.9,174.7,147.6,2.144,1.508
10/20/2013,21:27:16,1.523,63.9,7.11,10.65,41,27,57,0.03,58,-0.2,0,0.06,0.19,0.17,-0.36,-0.66,0.3,7.83,-80.9,174.7,147.5,2.166,1.523
10/20/2013,21:27:17,1.538,63.9,7.11,10.65,41,27,57,0.03,58,-0.2,0,0.07,0.22,0.18,-0.36,-0.66,0.3,7.83,-80.8,174.6,147.5,2.186,1.538
10/20/2013,21:27:17,1.547,63.9,7.11,10.647,41,27,57,0.03,58,-0.2,0,0.07,0.23,0.18,-0.36,-0.66,0.29,7.83,-80.8,174.6,147.4,2.199,1.547
10/20/2013,21:27:18,1.561,64,7.11,10.642,41,27,57,0.03,58,-0.2,0,0.08,0.24,0.18,-0.35,-0.66,0.29,7.83,-80.7,174.5,147.3,2.219,1.561
10/20/2013,21:27:18,1.57,64,7.11,10.634,41,27,57,0.03,58,-0.2,0,0.09,0.3,0.18,-0.36,-0.66,0.28,7.83,-80.7,174.5,147.3,2.232,1.57
10/20/2013,21:27:19,1.583,64,7.11,10.634,41,27,57,0.03,58,-0.2,0,0.09,0.29,0.18,-0.36,-0.66,0.28,7.83,-80.6,174.4,147.2,2.25,1.583
10/20/2013,21:27:19,1.596,64,7.11,10.627,41,27,57,0.03,58,-0.2,0,0.1,0.34,0.18,-0.35,-0.66,0.27,7.83,-80.6,174.4,147.2,2.269,1.596
10/20/2013,21:27:20,1.606,64,7.11,10.627,41,27,57,0.03,58,-0.2,0,0.1,0.34,0.19,-0.35,-0.67,0.27,7.83,-80.5,174.3,147.1,2.283,1.606
10/20/2013,21:27:20,1.62,64,7.12,10.623,41,27,57,0.03,58,-0.2,0,0.1,0.36,0.19,-0.35,-0.67,0.27,7.83,-80.5,174.3,147.1,2.303,1.62
10/20/2013,21:27:21,1.629,64,7.12,10.623,41,27,57,0.03,58,-0.2,0,0.11,0.38,0.19,-0.34,-0.67,0.26,7.83,-80.4,174.2,147,2.316,1.629
10/20/2013,21:27:21,1.642,64,7.12,10.619,41,27,57,0.03,58,-0.2,0,0.11,0.38,0.19,-0.34,-0.67,0.26,7.83,-80.4,174.1,147,2.335,1.642
10/20/2013,21:27:22,1.655,64,7.12,10.619,41,27,57,0.03,58,-0.2,0,0.11,0.37,0.19,-0.34,-0.67,0.26,7.83,-80.3,174.1,146.9,2.353,1.655
10/20/2013,21:27:22,1.663,64,7.12,10.618,41,27,57,0.03,58,-0.2,0,0.12,0.41,0.2,-0.34,-0.67,0.27,7.82,-80.3,174,146.9,2.365,1.663
10/20/2013,21:27:23,1.675,64,7.12,10.618,41,27,57,0.03,58,-0.2,0,0.12,0.43,0.2,-0.34,-0.67,0.26,7.82,-80.2,174,146.8,2.382,1.675
10/20/2013,21:27:23,1.686,64,7.12,10.618,41,27,57,0.03,58,-0.2,0,0.12,0.43,0.2,-0.34,-0.67,0.26,7.82,-80.2,174,146.8,2.398,1.686
10/20/2013,21:27:24,1.694,64,7.12,10.617,41,27,57,0.03,58,-0.2,0,0.13,0.46,0.19,-0.34,-0.67,0.25,7.82,-80.1,173.9,146.7,2.408,1.694
10/20/2013,21:27:24,1.705,64,7.12,10.614,41,27,57,0.03,58,-0.2,0,0.16,0.59,0.19,-0.34,-0.67,0.25,7.82,-80.1,173.9,146.7,2.425,1.705
10/20/2013,21:27:25,1.717,64,7.13,10.612,41,27,57,0.03,58,-0.2,0,0.15,0.53,0.2,-0.34,-0.68,0.24,7.82,-80,173.8,146.7,2.441,1.717
10/20/2013,21:27:25,1.724,64,7.13,10.611,41,27,57,0.03,58,-0.2,0,0.16,0.58,0.19,-0.34,-0.68,0.24,7.82,-80,173.8,146.6,2.451,1.724
10/20/2013,21:27:26,1.735,64,7.13,10.61,41,27,57,0.03,58,-0.2,0,0.16,0.56,0.2,-0.34,-0.68,0.24,7.82,-79.9,173.7,146.6,2.467,1.735
10/20/2013,21:27:26,1.742,64,7.13,10.608,41,27,57,0.03,58,-0.2,0,0.16,0.56,0.2,-0.34,-0.68,0.24,7.82,-79.9,173.7,146.5,2.477,1.742
10/20/2013,21:27:27,1.752,64.1,7.13,10.605,41,27,57,0.03,58,-0.2,0,0.16,0.57,0.2,-0.34,-0.68,0.24,7.82,-79.8,173.6,146.5,2.492,1.752
10/20/2013,21:27:27,1.759,64.1,7.13,10.604,41,27,57,0.03,58,-0.2,0,0.15,0.54,0.2,-0.34,-0.68,0.23,7.81,-79.8,173.6,146.4,2.501,1.759
10/20/2013,21:27:28,1.769,64.1,7.13,10.603,41,27,57,0.03,58,-0.2,0,0.16,0.59,0.2,-0.34,-0.68,0.23,7.81,-79.7,173.6,146.4,2.515,1.769
10/20/2013,21:27:28,1.778,64.1,7.13,10.602,41,27,57,0.03,58,-0.2,0,0.16,0.59,0.2,-0.33,-0.68,0.23,7.81,-79.7,173.5,146.3,2.528,1.778
10/20/2013,21:27:29,1.784,64.1,7.13,10.601,41,27,57,0.03,58,-0.2,0,0.15,0.55,0.2,-0.33,-0.68,0.23,7.81,-79.6,173.5,146.3,2.537,1.784
10/20/2013,21:27:29,1.793,64.1,7.13,10.6,41,27,57,0.03,58,-0.1,0,0.13,0.44,0.21,-0.33,-0.68,0.23,7.81,-79.6,173.4,146.3,2.55,1.793
10/20/2013,21:27:30,1.802,64.1,7.13,10.599,41,27,57,0.03,58,-0.2,0,0.13,0.46,0.21,-0.33,-0.68,0.22,7.81,-79.6,173.4,146.3,2.563,1.802
10/20/2013,21:27:30,1.808,64.1,7.13,10.598,41,27,57,0.03,58,-0.2,0,0.12,0.41,0.21,-0.33,-0.68,0.23,7.81,-79.5,173.4,146.2,2.571,1.808
10/20/2013,21:27:31,1.818,64.1,7.13,10.597,41,27,57,0.03,58,-0.2,0,0.11,0.39,0.21,-0.33,-0.68,0.22,7.81,-79.4,173.4,146.2,2.584,1.818
10/20/2013,21:27:31,1.827,64.1,7.13,10.596,41,27,57,0.03,58,-0.2,0,0.11,0.38,0.22,-0.32,-0.68,0.22,7.81,-79.4,173.3,146.1,2.597,1.827
10/20/2013,21:27:32,1.833,64.1,7.13,10.595,41,27,57,0.03,58,-0.2,0,0.1,0.35,0.22,-0.31,-0.68,0.22,7.81,-79.3,173.3,146.1,2.606,1.833
10/20/2013,21:27:32,1.842,64.1,7.13,10.593,41,27,57,0.03,58,-0.2,0,0.11,0.39,0.23,-0.31,-0.68,0.22,7.81,-79.3,173.2,146.1,2.619,1.842
10/20/2013,21:27:33,1.848,64.1,7.13,10.592,41,27,57,0.03,58,-0.2,0,0.12,0.4,0.23,-0.31,-0.68,0.22,7.8,-79.2,173.2,146.1,2.628,1.848
10/20/2013,21:27:33,1.857,64.1,7.13,10.592,41,27,57,0.03,58,-0.2,0,0.1,0.35,0.23,-0.31,-0.68,0.21,7.8,-79.2,173.2,146,2.64,1.857
10/20/2013,21:27:34,1.863,64.1,7.13,10.591,41,27,57,0.03,58,-0.2,0,0.09,0.32,0.22,-0.31,-0.68,0.22,7.8,-79.1,173.2,146,2.648,1.863
10/20/2013,21:27:34,1.871,64.1,7.14,10.59,41,27,57,0.03,58,-0.2,0,0.09,0.3,0.22,-0.31,-0.68,0.21,7.8,-79.1,173.1,146,2.661,1.871
10/20/2013,21:27:35,1.88,64.1,7.14,10.589,41,27,57,0.03,58,-0.2,0,0.09,0.3,0.22,-0.31,-0.69,0.21,7.8,-79.1,173.1,145.9,2.672,1.88
10/20/2013,21:27:35,1.885,64.1,7.14,10.584,41,27,57,0.03,58,-0.2,0,0.06,0.2,0.23,-0.31,-0.69,0.21,7.8,-79,173.1,145.9,2.68,1.885
10/20/2013,21:27:36,1.893,64.1,7.14,10.584,41,27,57,0.03,58,-0.2,0,0.07,0.21,0.22,-0.32,-0.69,0.21,7.8,-79,173,145.9,2.692,1.893
10/20/2013,21:27:36,1.901,64.1,7.14,10.58,41,27,57,0.03,58,-0.2,0,0.06,0.18,0.22,-0.31,-0.69,0.21,7.8,-78.9,173,145.8,2.703,1.901
10/20/2013,21:27:37,1.907,64.1,7.14,10.577,41,27,57,0.03,58,-0.2,0,0.06,0.18,0.22,-0.32,-0.69,0.21,7.8,-78.9,173,145.8,2.711,1.907
10/20/2013,21:27:37,1.915,64.1,7.14,10.575,41,27,57,0.03,58,-0.2,0,0.06,0.17,0.22,-0.31,-0.68,0.21,7.8,-78.8,172.9,145.8,2.723,1.915
10/20/2013,21:27:38,1.923,64.1,7.14,10.575,41,27,57,0.03,58,-0.2,0,0.06,0.17,0.22,-0.31,-0.68,0.21,7.8,-78.8,172.9,145.7,2.734,1.923
10/20/2013,21:27:38,1.928,64.1,7.14,10.574,41,27,57,0.03,58,-0.2,0,0.07,0.22,0.22,-0.31,-0.68,0.21,7.8,-78.7,172.9,145.7,2.742,1.928
10/20/2013,21:27:39,1.936,64.2,7.14,10.572,41,27,57,0.03,58,-0.2,0,0.07,0.2,0.22,-0.31,-0.68,0.21,7.79,-78.7,172.8,145.6,2.753,1.936
10/20/2013,21:27:39,1.942,64.2,7.15,10.57,41,27,57,0.03,58,-0.2,0,0.07,0.21,0.22,-0.31,-0.68,0.21,7.79,-78.6,172.8,145.6,2.761,1.942
10/20/2013,21:27:40,1.949,64.2,7.15,10.569,41,27,57,0.03,58,-0.2,0,0.06,0.2,0.22,-0.32,-0.68,0.21,7.79,-78.6,172.8,145.6,2.772,1.949
10/20/2013,21:27:40,1.957,64.2,7.15,10.568,41,27,57,0.03,58,-0.2,0,0.07,0.24,0.22,-0.31,-0.69,0.2,7.79,-78.5,172.7,145.5,2.782,1.957
10/20/2013,21:27:41,1.962,64.2,7.15,10.567,41,27,57,0.03,58,-0.2,0,0.07,0.24,0.22,-0.32,-0.69,0.2,7.79,-78.5,172.7,145.5,2.789,1.962
10/20/2013,21:27:41,1.969,64.2,7.15,10.566,41,27,57,0.03,58,-0.2,0,0.07,0.22,0.22,-0.32,-0.69,0.2,7.79,-78.5,172.7,145.5,2.8,1.969
10/20/2013,21:27:42,1.974,64.2,7.15,10.565,41,27,57,0.03,58,-0.2,0,0.07,0.23,0.22,-0.31,-0.69,0.2,7.79,-78.4,172.6,145.4,2.806,1.974
10/20/2013,21:27:42,1.981,64.2,7.15,10.564,41,27,57,0.03,58,-0.2,0,0.08,0.25,0.22,-0.31,-0.69,0.2,7.79,-78.4,172.6,145.4,2.816,1.981
10/20/2013,21:27:43,1.988,64.2,7.15,10.563,41,27,57,0.03,58,-0.2,0,0.08,0.24,0.22,-0.31,-0.69,0.19,7.79,-78.3,172.5,145.4,2.827,1.988
10/20/2013,21:27:43,1.993,64.2,7.15,10.562,41,27,57,0.03,58,-0.2,0,0.07,0.23,0.22,-0.32,-0.69,0.19,7.79,-78.3,172.5,145.3,2.834,1.993
10/20/2013,21:27:44,2.007,64.2,7.15,10.561,41,27,57,0.03,58,-0.2,0,0.08,0.25,0.22,-0.31,-0.69,0.19,7.79,-78.3,172.5,145.3,2.854,2.007
10/20/2013,21:27:44,2.026,64.2,7.15,10.56,41,27,57,0.03,58,-0.1,0,0.07,0.24,0.22,-0.31,-0.69,0.19,7.79,-78.3,172.4,145.2,2.88,2.026
10/20/2013,21:27:45,2.038,64.2,7.15,10.559,41,27,57,0.03,58,-0.1,0,0.08,0.26,0.22,-0.32,-0.69,0.19,7.79,-78.2,172.4,145.2,2.898,2.038
10/20/2013,21:27:45,2.056,64.2,7.16,10.559,41,27,57,0.03,58,-0.1,0,0.09,0.3,0.22,-0.31,-0.69,0.18,7.79,-78.2,172.3,145.1,2.924,2.056
10/20/2013,21:27:46,2.074,64.2,7.16,10.558,41,27,57,0.03,58,-0.1,0,0.09,0.3,0.22,-0.32,-0.69,0.19,7.79,-78.2,172.3,145.1,2.949,2.074
10/20/2013,21:27:46,2.086,64.2,7.16,10.555,41,27,57,0.03,58,-0.1,0,0.09,0.29,0.22,-0.32,-0.7,0.18,7.78,-78.2,172.2,145.1,2.965,2.086
10/20/2013,21:27:47,2.103,64.2,7.16,10.553,41,27,57,0.03,58,-0.2,0,0.1,0.33,0.22,-0.32,-0.7,0.18,7.78,-78.2,172.2,145,2.99,2.103
10/20/2013,21:27:47,2.114,64.2,7.16,10.552,41,27,57,0.03,58,-0.2,0,0.11,0.38,0.22,-0.32,-0.7,0.18,7.78,-78.2,172.1,145,3.006,2.114
10/20/2013,21:27:48,2.131,64.2,7.16,10.55,41,27,57,0.03,58,-0.1,0,0.11,0.39,0.22,-0.32,-0.7,0.18,7.78,-78.1,172.1,144.9,3.029,2.131
10/20/2013,21:27:48,2.147,64.2,7.16,10.549,41,27,57,0.03,58,-0.1,0,0.12,0.41,0.22,-0.32,-0.7,0.18,7.78,-78.1,172.1,144.9,3.052,2.147
10/20/2013,21:27:49,2.157,64.2,7.16,10.548,41,27,57,0.03,58,-0.1,0,0.11,0.4,0.22,-0.32,-0.7,0.18,7.78,-78.1,172,144.9,3.067,2.157
10/20/2013,21:27:49,2.173,64.2,7.16,10.547,41,27,57,0.03,58,-0.1,0,0.1,0.33,0.22,-0.32,-0.69,0.18,7.78,-78.1,172,144.8,3.089,2.173
10/20/2013,21:27:50,2.183,64.2,7.16,10.546,41,27,57,0.03,58,-0.1,0,0.1,0.34,0.22,-0.31,-0.69,0.19,7.78,-78,172,144.8,3.104,2.183
10/20/2013,21:27:50,2.198,64.3,7.16,10.545,41,27,57,0.03,58,-0.1,0,0.11,0.38,0.22,-0.31,-0.69,0.19,7.78,-78,171.9,144.7,3.126,2.198
10/20/2013,21:27:51,2.213,64.3,7.16,10.544,41,27,57,0.03,58,-0.1,0,0.12,0.42,0.22,-0.32,-0.69,0.19,7.78,-78,171.9,144.7,3.146,2.213
10/20/2013,21:27:51,2.223,64.3,7.16,10.543,41,27,57,0.03,58,-0.1,0,0.12,0.41,0.22,-0.32,-0.69,0.18,7.78,-78,171.8,144.7,3.16,2.223
10/20/2013,21:27:52,2.237,64.3,7.16,10.542,41,27,57,0.03,58,-0.1,0,0.12,0.41,0.22,-0.32,-0.7,0.18,7.78,-78,171.8,144.6,3.18,2.237
10/20/2013,21:27:52,2.246,64.3,7.16,10.54,41,27,57,0.03,58,-0.2,0,0.12,0.41,0.22,-0.32,-0.7,0.17,7.78,-78,171.7,144.6,3.193,2.246
10/20/2013,21:27:53,2.26,64.3,7.16,10.539,41,27,57,0.03,58,-0.2,0,0.11,0.39,0.22,-0.32,-0.7,0.17,7.78,-78,171.7,144.5,3.213,2.26
10/20/2013,21:27:53,2.274,64.3,7.16,10.535,41,27,57,0.03,58,-0.2,0,0.11,0.38,0.22,-0.32,-0.7,0.18,7.78,-78,171.6,144.5,3.233,2.274
10/20/2013,21:27:54,2.283,64.3,7.16,10.535,41,27,57,0.03,58,-0.2,0,0.12,0.44,0.22,-0.32,-0.7,0.18,7.78,-78,171.6,144.4,3.246,2.283
10/20/2013,21:27:54,2.296,64.3,7.16,10.533,41,27,57,0.03,58,-0.2,0,0.13,0.45,0.22,-0.32,-0.7,0.18,7.78,-77.9,171.6,144.4,3.264,2.296
