Date (MM/DD/YYYY),Time (HH:MM:SS),Depth m,ODO % sat,ODO mg/L,Temp °C,Cond µS/cm,TDS mg/L,SpCond µS/cm,Sal psu,nLF Cond µS/cm,Turbidity FNU,TSS mg/L,Chlorophyll RFU,Chlorophyll µg/L,BGA-PC RFU,BGA-PC µg/L,fDOM RFU,fDOM QSU,pH,pH mV,ORP mV,ORP raw mV,Press psi a,Depth m
10/20/2013,21:33:36,35.234,33.3,4.26,4.922,37,24,61,0.03,62,0.3,0,0.08,0.26,0.23,-0.3,-0.91,-0.46,7.53,-64.1,155.4,128.3,50.117,35.234
10/20/2013,21:33:37,35.322,33.1,4.24,4.918,38,24,61,0.03,62,0.3,0,0.08,0.27,0.23,-0.3,-0.91,-0.46,7.53,-63.8,155.6,128.4,50.241,35.322
10/20/2013,21:33:37,35.328,33,4.22,4.914,38,24,61,0.03,62,0.3,0,0.08,0.27,0.23,-0.3,-0.91,-0.46,7.52,-63.4,155.7,128.6,50.249,35.328
10/20/2013,21:33:38,35.365,32.9,4.21,4.909,38,24,61,0.03,62,0.4,0,0.07,0.23,0.24,-0.3,-0.91,-0.46,7.51,-63.1,155.8,128.7,50.302,35.365
10/20/2013,21:33:38,35.399,32.7,4.19,4.905,38,24,61,0.03,62,0.4,0,0.07,0.21,0.24,-0.3,-0.91,-0.45,7.51,-62.9,156,128.8,50.351,35.399
10/20/2013,21:33:39,35.451,32.6,4.17,4.899,38,24,61,0.03,62,0.4,0,0.07,0.21,0.24,-0.3,-0.91,-0.45,7.51,-62.8,156.1,128.9,50.425,35.451
10/20/2013,21:33:39,35.485,32.4,4.15,4.899,38,24,61,0.03,62,0.4,0,0.07,0.21,0.24,-0.3,-0.91,-0.45,7.5,-62.6,156.3,129.1,50.474,35.485
10/20/2013,21:33:40,35.539,32.3,4.13,4.897,38,24,61,0.03,62,0.4,0,0.07,0.2,0.23,-0.3,-0.91,-0.46,7.5,-62.4,156.4,129.2,50.55,35.539
10/20/2013,21:33:40,35.576,32.1,4.11,4.894,38,24,61,0.03,62,0.4,0,0.06,0.19,0.23,-0.3,-0.91,-0.46,7.5,-62.1,156.6,129.4,50.602,35.576
10/20/2013,21:33:41,35.633,31.9,4.09,4.889,38,24,61,0.03,62,0.5,0,0.06,0.19,0.23,-0.3,-0.91,-0.47,7.49,-61.8,156.7,129.6,50.684,35.633
10/20/2013,21:33:41,35.688,31.7,4.07,4.889,38,24,61,0.03,62,0.5,0,0.06,0.19,0.24,-0.3,-0.91,-0.47,7.48,-61.6,156.9,129.8,50.761,35.688
10/20/2013,21:33:42,35.722,31.6,4.05,4.884,38,24,61,0.03,62,0.5,0,0.06,0.17,0.23,-0.3,-0.92,-0.48,7.48,-61.3,157.1,129.9,50.81,35.722
10/20/2013,21:33:42,35.773,31.4,4.03,4.884,38,24,61,0.03,62,0.6,0,0.06,0.19,0.23,-0.31,-0.92,-0.48,7.48,-61.2,157.3,130.1,50.882,35.773
10/20/2013,21:33:43,35.82,31.3,4,4.881,38,25,61,0.03,62,0.6,0,0.06,0.17,0.23,-0.31,-0.92,-0.48,7.47,-61,157.4,130.3,50.949,35.82
10/20/2013,21:33:43,35.849,31.1,3.98,4.881,38,25,61,0.03,62,0.6,0,0.06,0.17,0.23,-0.31,-0.92,-0.49,7.47,-60.8,157.6,130.5,50.991,35.849
10/20/2013,21:33:44,35.89,30.9,3.96,4.88,38,25,61,0.03,62,0.7,0,0.06,0.18,0.23,-0.31,-0.92,-0.49,7.47,-60.7,157.8,130.6,51.049,35.89
10/20/2013,21:33:44,35.916,30.7,3.94,4.879,38,25,61,0.03,62,0.7,0,0.06,0.18,0.23,-0.31,-0.92,-0.49,7.47,-60.6,158,130.8,51.087,35.916
10/20/2013,21:33:45,35.955,30.5,3.91,4.878,38,25,61,0.03,62,0.7,0,0.06,0.17,0.23,-0.3,-0.92,-0.49,7.46,-60.5,158.1,131,51.142,35.955
10/20/2013,21:33:45,35.993,30.3,3.89,4.877,38,25,61,0.03,62,0.7,0,0.06,0.18,0.23,-0.3,-0.92,-0.5,7.46,-60.4,158.3,131.2,51.195,35.993
10/20/2013,21:33:46,36.016,30.2,3.87,4.875,38,25,61,0.03,62,0.8,0,0.06,0.19,0.24,-0.3,-0.92,-0.51,7.46,-60.3,158.5,131.3,51.229,36.016
10/20/2013,21:33:46,36.053,30,3.84,4.875,38,25,61,0.03,62,0.8,0,0.06,0.19,0.24,-0.3,-0.92,-0.5,7.46,-60.2,158.7,131.5,51.281,36.053
10/20/2013,21:33:47,36.077,29.8,3.81,4.874,38,25,62,0.03,62,0.8,0,0.06,0.18,0.24,-0.3,-0.92,-0.51,7.46,-60.1,158.8,131.7,51.315,36.077
10/20/2013,21:33:47,36.112,29.6,3.79,4.873,38,25,62,0.03,62,0.8,0,0.06,0.17,0.24,-0.3,-0.93,-0.51,7.45,-60,159.1,131.9,51.364,36.112
10/20/2013,21:33:48,36.146,29.4,3.77,4.872,38,25,62,0.03,62,0.9,0,0.05,0.14,0.24,-0.3,-0.93,-0.53,7.45,-59.9,159.3,132.1,51.413,36.146
10/20/2013,21:33:48,36.18,29.2,3.74,4.871,38,25,62,0.03,63,0.9,0,0.05,0.13,0.24,-0.3,-0.93,-0.52,7.45,-59.7,159.4,132.3,51.462,36.18
10/20/2013,21:33:49,36.974,29,3.71,4.87,38,25,62,0.03,63,0.9,0,0.05,0.13,0.24,-0.29,-0.93,-0.52,7.45,-59.6,159.7,132.5,52.591,36.974
10/20/2013,21:33:49,37.112,28.8,3.68,4.868,38,25,62,0.03,63,1,0,0.06,0.17,0.24,-0.29,-0.93,-0.52,7.45,-59.6,159.8,132.6,52.787,37.112
10/20/2013,21:33:50,37.19,28.6,3.66,4.868,38,25,62,0.03,63,1,0,0.06,0.17,0.24,-0.29,-0.93,-0.52,7.44,-59.4,160,132.9,52.899,37.19
10/20/2013,21:33:50,37.272,28.4,3.63,4.866,38,25,62,0.03,63,1,0,0.06,0.17,0.24,-0.29,-0.93,-0.52,7.44,-59.3,160.2,133,53.015,37.272
10/20/2013,21:33:51,37.314,28.1,3.61,4.865,38,25,62,0.03,63,1,0,0.06,0.17,0.24,-0.3,-0.93,-0.52,7.44,-59.2,160.4,133.2,53.075,37.314
10/20/2013,21:33:51,37.348,27.9,3.58,4.864,38,25,62,0.03,63,1,0,0.05,0.15,0.24,-0.3,-0.93,-0.52,7.44,-59.1,160.6,133.4,53.123,37.348
10/20/2013,21:33:52,37.343,24.7,3.17,4.863,38,25,62,0.03,63,1.1,0,0.05,0.16,0.24,-0.29,-0.93,-0.52,7.44,-59,160.8,133.6,53.116,37.343
10/20/2013,21:33:52,37.344,24.4,3.13,4.862,38,25,62,0.03,63,1.1,0,0.05,0.15,0.24,-0.29,-0.93,-0.51,7.43,-58.9,160.9,133.8,53.117,37.344
10/20/2013,21:33:53,37.352,24.2,3.1,4.86,38,25,62,0.03,63,1.1,0,0.05,0.16,0.24,-0.3,-0.93,-0.52,7.43,-58.8,161.1,134,53.128,37.352
10/20/2013,21:33:53,37.362,23.9,3.06,4.857,38,25,62,0.03,63,1.1,0,0.06,0.17,0.24,-0.29,-0.93,-0.52,7.43,-58.7,161.3,134.1,53.144,37.362
10/20/2013,21:33:54,37.37,23.7,3.04,4.857,38,25,62,0.03,63,1.2,0,0.06,0.18,0.25,-0.29,-0.93,-0.52,7.43,-58.7,161.5,134.3,53.155,37.37
10/20/2013,21:33:54,37.379,23.5,3.01,4.854,38,25,62,0.03,63,1.2,0,0.06,0.19,0.25,-0.29,-0.93,-0.53,7.43,-58.5,161.7,134.5,53.167,37.379
10/20/2013,21:33:55,37.383,23.4,3,4.854,38,25,62,0.03,63,1.2,0,0.06,0.18,0.25,-0.29,-0.93,-0.53,7.43,-58.5,161.9,134.7,53.172,37.383
10/20/2013,21:33:55,37.387,23.2,2.98,4.852,38,25,62,0.03,63,1.2,0,0.06,0.19,0.25,-0.29,-0.93,-0.52,7.42,-58.3,162,134.8,53.179,37.387
10/20/2013,21:33:56,37.391,23.1,2.97,4.85,38,25,63,0.03,63,1.2,0,0.06,0.2,0.25,-0.29,-0.93,-0.53,7.42,-58.3,162.2,135.1,53.184,37.391
10/20/2013,21:33:56,37.393,23,2.95,4.846,39,25,63,0.03,64,1.2,0,0.06,0.19,0.25,-0.29,-0.93,-0.53,7.42,-58.1,162.4,135.2,53.187,37.393
10/20/2013,21:33:57,37.396,22.8,2.93,4.846,39,25,63,0.03,64,1.2,0,0.07,0.2,0.25,-0.29,-0.93,-0.53,7.42,-58.1,162.6,135.4,53.191,37.396
10/20/2013,21:33:57,37.397,22.7,2.91,4.845,39,25,63,0.03,64,1.2,0,0.06,0.19,0.25,-0.29,-0.93,-0.53,7.42,-58,162.7,135.5,53.194,37.397
10/20/2013,21:33:58,37.4,22.6,2.9,4.843,39,25,63,0.03,64,1.2,0,0.06,0.19,0.25,-0.29,-0.93,-0.53,7.41,-57.9,162.9,135.7,53.197,37.4
10/20/2013,21:33:58,37.407,22.5,2.89,4.841,39,25,63,0.03,64,1.2,0,0.06,0.19,0.25,-0.29,-0.93,-0.53,7.41,-57.8,163.1,135.9,53.207,37.407
10/20/2013,21:33:59,37.414,22.4,2.87,4.839,39,25,63,0.03,64,1.2,0,0.07,0.22,0.25,-0.29,-0.93,-0.53,7.41,-57.7,163.2,136.1,53.217,37.414
10/20/2013,21:33:59,37.426,22.3,2.86,4.836,39,25,63,0.03,64,1.2,0,0.08,0.24,0.25,-0.29,-0.93,-0.53,7.41,-57.6,163.4,136.3,53.235,37.426
10/20/2013,21:34:00,37.441,22.2,2.84,4.832,39,25,63,0.03,64,1.2,0,0.08,0.25,0.25,-0.29,-0.93,-0.52,7.41,-57.5,163.6,136.4,53.256,37.441
10/20/2013,21:34:00,37.452,22.1,2.83,4.832,39,25,63,0.03,64,1.2,0,0.07,0.23,0.25,-0.29,-0.93,-0.52,7.4,-57.4,163.7,136.6,53.271,37.452
10/20/2013,21:34:01,37.471,22,2.82,4.83,39,25,63,0.03,64,1.2,0,0.07,0.22,0.25,-0.29,-0.93,-0.52,7.4,-57.3,163.9,136.7,53.298,37.471
10/20/2013,21:34:01,37.485,21.8,2.8,4.827,39,25,63,0.03,64,1.2,0,0.06,0.19,0.25,-0.29,-0.93,-0.52,7.4,-57.1,164,136.9,53.319,37.485
10/20/2013,21:34:02,37.51,21.8,2.79,4.823,39,25,63,0.03,64,1.2,0,0.06,0.2,0.25,-0.29,-0.93,-0.51,7.39,-56.8,164.1,137,53.354,37.51
10/20/2013,21:34:02,37.534,21.6,2.78,4.823,39,25,63,0.03,64,1.2,0,0.06,0.2,0.25,-0.29,-0.93,-0.51,7.39,-56.7,164.3,137.1,53.388,37.534
10/20/2013,21:34:03,37.549,21.5,2.76,4.821,39,25,63,0.03,64,1.2,0,0.06,0.2,0.25,-0.29,-0.92,-0.51,7.39,-56.4,164.4,137.2,53.41,37.549
10/20/2013,21:34:03,37.573,21.4,2.75,4.819,39,25,63,0.03,64,1.2,0,0.06,0.19,0.25,-0.29,-0.92,-0.5,7.38,-56.3,164.5,137.4,53.443,37.573
10/20/2013,21:34:04,37.596,21.3,2.73,4.815,39,25,64,0.03,65,1.2,0,0.06,0.19,0.25,-0.29,-0.92,-0.49,7.28,-50.7,164.6,137.5,53.476,37.596
10/20/2013,21:34:04,37.612,21.2,2.72,4.815,39,25,64,0.03,65,1.2,0,0.05,0.16,0.25,-0.29,-0.91,-0.48,7.27,-50.5,164.7,137.5,53.498,37.612
10/20/2013,21:34:05,37.636,21.1,2.7,4.81,39,26,64,0.03,65,1.2,0,0.05,0.13,0.25,-0.29,-0.91,-0.47,7.26,-49.7,164.7,137.5,53.532,37.636
10/20/2013,21:34:05,37.653,20.9,2.69,4.81,39,26,64,0.03,65,1.2,0,0.04,0.11,0.25,-0.29,-0.9,-0.45,7.24,-48.6,147.3,120.2,53.558,37.653
10/20/2013,21:34:06,37.681,20.8,2.67,4.807,39,26,64,0.03,65,1.2,0,0.04,0.1,0.25,-0.29,-0.9,-0.42,7.22,-47.6,134.3,107.2,53.597,37.681
10/20/2013,21:34:06,38.479,20.7,2.66,4.805,39,26,64,0.03,65,1.1,0,0.04,0.09,0.26,-0.28,-0.88,-0.39,7.21,-47.2,130.4,103.2,54.733,38.479
10/20/2013,21:34:07,38.537,20.6,2.64,4.803,40,26,64,0.03,65,1.1,0,0.04,0.1,0.26,-0.28,-0.87,-0.35,7.21,-47.1,128.2,101,54.815,38.537
10/20/2013,21:34:07,38.622,20.6,2.64,4.801,40,26,65,0.03,66,1.1,0,0.04,0.1,0.25,-0.29,-0.86,-0.3,7.21,-47,123.6,96.5,54.936,38.622
10/20/2013,21:34:08,38.684,20.4,2.62,4.798,40,26,65,0.03,66,1.1,0,0.04,0.08,0.25,-0.29,-0.83,-0.22,7.2,-46.8,119.6,92.4,55.023,38.684
10/20/2013,21:34:08,38.781,17.1,2.2,4.792,40,26,65,0.03,66,1,0,0.03,0.08,0.25,-0.29,-0.8,-0.14,7.2,-46.6,115.9,88.8,55.162,38.781
10/20/2013,21:34:09,38.866,16.9,2.17,4.792,40,26,65,0.03,66,1,0,0.03,0.08,0.25,-0.29,-0.78,-0.07,7.19,-46.4,115.5,88.3,55.283,38.866
10/20/2013,21:34:09,38.866,16.7,2.14,4.788,40,26,66,0.03,67,1,0,0.03,0.07,0.25,-0.29,-0.74,0.04,7.19,-46.1,114.1,87,55.283,38.866
10/20/2013,21:34:10,38.887,16.6,2.13,4.785,41,26,66,0.03,67,0.9,0,0.02,0.04,0.25,-0.29,-0.7,0.15,7.18,-45.7,104.1,77,55.312,38.887
10/20/2013,21:34:10,38.91,16.3,2.1,4.779,41,27,67,0.03,68,0.9,0,0.01,0,0.25,-0.29,-0.68,0.24,7.18,-45.4,101.6,74.4,55.345,38.91
10/20/2013,21:34:11,38.92,16.1,2.07,4.779,41,27,67,0.03,68,0.9,0,0.01,-0.02,0.24,-0.29,-0.66,0.3,7.17,-45,98.7,71.5,55.36,38.92
10/20/2013,21:34:11,38.935,16.1,2.07,4.776,41,27,67,0.03,68,0.8,0,0.01,-0.02,0.24,-0.29,-0.63,0.38,7.17,-44.8,97.3,70.1,55.381,38.935
10/20/2013,21:34:12,38.944,16,2.06,4.774,42,27,68,0.03,69,0.8,0,0.01,-0.02,0.24,-0.29,-0.6,0.47,7.16,-44.5,95.4,68.2,55.394,38.944
10/20/2013,21:34:12,38.952,15.9,2.05,4.771,42,27,68,0.03,69,0.7,0,0.02,0.01,0.24,-0.29,-0.57,0.56,7.16,-44.3,94,66.9,55.406,38.952
10/20/2013,21:34:13,38.957,15.8,2.03,4.769,42,27,69,0.03,69,0.7,0,0.02,0.01,0.24,-0.3,-0.54,0.65,7.15,-44.1,93.4,66.2,55.412,38.957
10/20/2013,21:34:13,38.959,15.7,2.02,4.767,42,27,69,0.03,70,0.7,0,0.02,0.01,0.24,-0.3,-0.52,0.72,7.15,-43.8,93.1,65.9,55.415,38.959
10/20/2013,21:34:14,38.962,15.6,2.01,4.764,43,28,70,0.03,71,0.6,0,0.02,0.02,0.24,-0.3,-0.48,0.82,7.14,-43.7,92.4,65.2,55.419,38.962
10/20/2013,21:34:14,38.964,15.5,1.99,4.764,43,28,70,0.03,71,0.6,0,0.02,0.03,0.24,-0.3,-0.45,0.93,7.14,-43.5,91.9,64.7,55.423,38.964
10/20/2013,21:34:15,38.969,15.4,1.98,4.762,43,28,70,0.03,71,0.5,0,0.02,0.02,0.24,-0.3,-0.41,1.04,7.14,-43.3,90.9,63.7,55.43,38.969
10/20/2013,21:34:15,38.972,15.3,1.97,4.761,43,28,70,0.03,71,0.5,0,0.02,0.02,0.24,-0.3,-0.38,1.12,7.13,-43.1,84.7,57.6,55.434,38.972
10/20/2013,21:34:16,38.974,15.3,1.96,4.759,43,28,71,0.03,72,0.5,0,0.02,0.03,0.24,-0.29,-0.34,1.24,7.13,-43,83.4,56.2,55.437,38.974
10/20/2013,21:34:16,38.976,15.2,1.95,4.758,44,28,71,0.03,72,0.4,0,0.02,0.03,0.25,-0.29,-0.3,1.36,7.13,-42.8,82.7,55.5,55.44,38.976
10/20/2013,21:34:17,38.978,15.1,1.94,4.757,44,28,71,0.03,72,0.4,0,0.02,0.01,0.24,-0.29,-0.26,1.48,7.12,-42.7,81.6,54.4,55.442,38.978
10/20/2013,21:34:17,38.979,15,1.93,4.756,44,29,72,0.03,73,0.4,0,0.02,0.01,0.24,-0.3,-0.23,1.57,7.12,-42.5,80.9,53.7,55.444,38.979
10/20/2013,21:34:18,38.981,15,1.92,4.755,44,29,72,0.03,73,0.3,0,0.01,0,0.24,-0.29,-0.18,1.73,7.12,-42.3,79.9,52.7,55.446,38.981
10/20/2013,21:34:18,38.982,14.9,1.91,4.754,44,29,72,0.03,73,0.3,0,0.02,0,0.24,-0.3,-0.15,1.82,7.12,-42.2,79.3,52.1,55.447,38.982
10/20/2013,21:34:19,38.982,14.8,1.9,4.752,45,29,73,0.03,74,0.2,0,0.02,0.01,0.24,-0.3,-0.1,1.95,7.11,-42.1,79.2,52,55.449,38.982
10/20/2013,21:34:19,38.983,14.7,1.89,4.751,45,29,73,0.03,74,0.2,0,0.02,0.02,0.24,-0.29,-0.06,2.08,7.11,-41.9,78.4,51.2,55.45,38.983
10/20/2013,21:34:20,38.984,14.7,1.89,4.75,45,29,73,0.03,74,0.2,0,0.02,0.02,0.24,-0.29,-0.03,2.18,7.11,-41.8,77.8,50.6,55.45,38.984
10/20/2013,21:34:20,38.984,14.6,1.88,4.749,45,29,74,0.03,75,0.1,0,0.02,0.04,0.24,-0.29,0.01,2.31,7.1,-41.6,77,49.8,55.451,38.984
10/20/2013,21:34:21,38.985,14.5,1.87,4.748,45,30,74,0.03,75,0.1,0,0.03,0.04,0.24,-0.29,0.06,2.44,7.1,-41.5,76.4,49.3,55.453,38.985
10/20/2013,21:34:21,38.985,14.5,1.87,4.748,45,30,74,0.03,75,0.1,0,0.03,0.08,0.24,-0.29,0.1,2.57,7.1,-41.3,75.7,48.6,55.453,38.985
10/20/2013,21:34:22,38.986,14.4,1.85,4.748,46,30,74,0.03,75,0.1,0,0.04,0.09,0.24,-0.3,0.13,2.67,7.1,-41.1,75.3,48.1,55.454,38.986
10/20/2013,21:34:22,38.986,14.3,1.84,4.748,46,30,74,0.03,75,0.1,0,0.04,0.1,0.24,-0.3,0.18,2.81,7.09,-41,74.7,47.5,55.454,38.986
10/20/2013,21:34:23,38.987,14.3,1.83,4.748,46,30,74,0.03,75,0.1,0,0.04,0.1,0.24,-0.3,0.22,2.93,7.09,-40.9,74.3,47.2,55.455,38.987
10/20/2013,21:34:23,38.988,14.3,1.83,4.748,46,30,74,0.03,75,0.1,0,0.04,0.1,0.24,-0.3,0.27,3.07,7.09,-40.7,73.8,46.6,55.456,38.988
10/20/2013,21:34:24,38.988,14.1,1.82,4.748,46,30,75,0.03,76,0.1,0,0.04,0.09,0.24,-0.3,0.31,3.19,7.08,-40.6,73.4,46.3,55.457,38.988
10/20/2013,21:34:24,38.989,14,1.81,4.747,46,30,75,0.03,76,0.1,0,0.04,0.09,0.24,-0.3,0.34,3.28,7.08,-40.5,67.6,40.5,55.458,38.989
10/20/2013,21:34:25,38.989,13.9,1.79,4.747,46,30,75,0.03,76,0.1,0,0.04,0.08,0.23,-0.3,0.37,3.39,7.08,-40.3,67.2,40,55.458,38.989
10/20/2013,21:34:25,38.99,13.9,1.79,4.746,46,30,75,0.03,76,0,0,0.03,0.07,0.23,-0.3,0.41,3.49,7.08,-40.2,66.4,39.2,55.459,38.99
10/20/2013,21:34:26,38.99,13.7,1.76,4.745,46,30,75,0.03,76,0,0,0.03,0.08,0.23,-0.3,0.44,3.59,7.07,-40.1,65.7,38.6,55.459,38.99
10/20/2013,21:34:26,38.99,13.5,1.74,4.745,46,30,75,0.03,76,0,0,0.03,0.08,0.23,-0.3,0.47,3.67,7.07,-40,65,37.9,55.459,38.99
10/20/2013,21:34:27,38.99,13.4,1.72,4.744,46,30,75,0.03,76,0,0,0.04,0.08,0.23,-0.3,0.48,3.72,7.07,-39.9,64.4,37.3,55.459,38.99
10/20/2013,21:34:27,38.99,13.4,1.72,4.743,46,30,75,0.03,76,0,0,0.03,0.08,0.23,-0.31,0.5,3.78,7.07,-39.8,64.2,37,55.459,38.99
10/20/2013,21:34:28,38.99,13.2,1.69,4.743,46,30,75,0.03,76,0.1,0,0.03,0.08,0.23,-0.31,0.52,3.83,7.07,-39.7,63.9,36.7,55.459,38.99
10/20/2013,21:34:28,38.99,13,1.68,4.743,46,30,75,0.03,76,0,0,0.04,0.08,0.23,-0.31,0.53,3.85,7.07,-39.7,63.6,36.4,55.459,38.99
10/20/2013,21:34:29,38.99,12.9,1.66,4.742,46,30,75,0.03,76,0,0,0.04,0.08,0.22,-0.31,0.53,3.86,7.06,-39.5,63.1,35.9,55.459,38.99
10/20/2013,21:34:29,38.99,12.9,1.66,4.741,46,30,75,0.03,76,0.1,0,0.03,0.06,0.23,-0.31,0.54,3.88,7.06,-39.5,62.8,35.6,55.46,38.99
10/20/2013,21:34:30,38.99,12.7,1.63,4.74,46,30,75,0.03,77,0.1,0,0.03,0.06,0.23,-0.31,0.55,3.92,7.06,-39.2,62.3,35.1,55.46,38.99
10/20/2013,21:34:30,38.99,12.6,1.62,4.74,46,30,76,0.03,77,0.1,0,0.03,0.07,0.23,-0.31,0.57,3.98,7.05,-39,61.9,34.8,55.46,38.99
10/20/2013,21:34:31,38.991,12.5,1.6,4.739,46,30,76,0.03,77,0.1,0,0.03,0.07,0.23,-0.3,0.58,4.02,7.05,-38.7,61.4,34.2,55.46,38.991
10/20/2013,21:34:31,38.991,12.5,1.6,4.739,46,30,76,0.03,77,0.1,0,0.03,0.06,0.23,-0.31,0.6,4.07,7.05,-38.5,61.1,33.9,55.46,38.991
10/20/2013,21:34:32,38.991,12.3,1.58,4.739,46,30,76,0.03,77,0,0,0.03,0.06,0.23,-0.31,0.62,4.12,7.04,-38.3,60.6,33.5,55.46,38.991
10/20/2013,21:34:32,38.991,12.2,1.57,4.738,46,30,76,0.04,77,0,0,0.03,0.06,0.23,-0.3,0.63,4.16,7.04,-38.1,60.3,33.2,55.461,38.991
10/20/2013,21:34:33,38.991,12.1,1.55,4.738,46,30,76,0.04,77,0,0,0.03,0.07,0.23,-0.3,0.64,4.2,7.03,-37.9,59.9,32.7,55.461,38.991
10/20/2013,21:34:33,38.991,12.1,1.55,4.738,46,30,76,0.04,77,0,0,0.03,0.07,0.23,-0.31,0.66,4.23,7.03,-37.7,59.6,32.4,55.461,38.991
10/20/2013,21:34:34,38.991,11.9,1.53,4.737,47,30,76,0.04,77,0,0,0.03,0.07,0.23,-0.31,0.66,4.25,7.03,-37.6,59.2,32,55.462,38.991
10/20/2013,21:34:34,38.992,11.8,1.52,4.737,47,30,76,0.04,77,0,0,0.03,0.05,0.23,-0.31,0.67,4.28,7.02,-37.4,53.7,26.5,55.462,38.992
10/20/2013,21:34:35,38.992,11.7,1.51,4.737,47,30,76,0.04,77,0.1,0,0.03,0.06,0.23,-0.31,0.68,4.3,7.02,-37.3,53,25.8,55.462,38.992
10/20/2013,21:34:35,38.992,11.7,1.51,4.737,47,30,76,0.04,77,0,0,0.03,0.06,0.23,-0.31,0.68,4.31,7.02,-37.1,52.5,25.4,55.462,38.992
10/20/2013,21:34:36,38.992,11.5,1.48,4.737,47,30,76,0.04,77,0,0,0.03,0.06,0.23,-0.31,0.69,4.33,7.02,-37,52.1,24.9,55.462,38.992
10/20/2013,21:34:36,38.992,11.5,1.47,4.736,47,30,76,0.04,77,0,0,0.03,0.07,0.23,-0.31,0.69,4.35,7.01,-36.8,51.5,24.4,55.462,38.992
10/20/2013,21:34:37,38.992,11.4,1.46,4.736,47,30,76,0.04,77,0,0,0.03,0.05,0.23,-0.31,0.7,4.36,7.01,-36.7,50.8,23.6,55.463,38.992
10/20/2013,21:34:37,38.992,11.4,1.46,4.736,47,30,76,0.04,77,0,0,0.03,0.05,0.23,-0.3,0.7,4.37,7.01,-36.5,50.1,22.9,55.463,38.992
10/20/2013,21:34:38,38.992,11.2,1.44,4.736,47,30,76,0.04,77,0,0,0.03,0.05,0.23,-0.31,0.71,4.38,7,-36.3,50,22.8,55.463,38.992
10/20/2013,21:34:38,38.992,11.1,1.43,4.736,47,30,76,0.04,77,0,0,0.03,0.06,0.23,-0.31,0.71,4.39,7,-36.2,49.7,22.5,55.462,38.992
10/20/2013,21:34:39,38.991,11,1.42,4.736,47,30,76,0.04,77,0,0,0.03,0.05,0.23,-0.31,0.71,4.39,7,-36.1,49.4,22.2,55.46,38.991
10/20/2013,21:34:39,38.988,11,1.42,4.737,47,30,76,0.04,77,0,0,0.03,0.06,0.23,-0.31,0.71,4.39,7,-36,48.9,21.7,55.457,38.988
10/20/2013,21:34:40,38.986,10.9,1.4,4.737,47,30,76,0.04,77,0.1,0,0.03,0.06,0.23,-0.31,0.71,4.39,6.99,-35.9,48.6,21.4,55.453,38.986
10/20/2013,21:34:40,38.978,10.8,1.39,4.738,47,30,76,0.04,77,0.1,0,0.03,0.05,0.23,-0.31,0.7,4.38,6.99,-35.7,48.3,21.1,55.443,38.978
10/20/2013,21:34:41,38.06,10.7,1.38,4.739,47,30,76,0.04,77,0.1,0,0.03,0.05,0.23,-0.31,0.7,4.36,6.99,-35.6,47.8,20.6,54.137,38.06
10/20/2013,21:34:41,37.712,10.7,1.38,4.74,47,30,76,0.04,77,0.1,0,0.02,0.03,0.23,-0.31,0.68,4.32,6.99,-35.5,47.3,20.2,53.642,37.712
10/20/2013,21:34:42,37.411,10.6,1.36,4.742,46,30,76,0.04,77,0.1,0,0.02,0.01,0.23,-0.31,0.66,4.25,6.99,-35.4,47.1,19.9,53.213,37.411
10/20/2013,21:34:42,37.244,10.5,1.35,4.742,46,30,76,0.04,77,0.1,0,0.02,0.03,0.23,-0.31,0.64,4.18,6.98,-35.3,46.8,19.6,52.976,37.244
10/20/2013,21:34:43,37.087,10.5,1.35,4.744,46,30,76,0.03,77,0.1,0,0.02,0.02,0.23,-0.31,0.61,4.09,6.98,-35.3,46.5,19.4,52.752,37.087
10/20/2013,21:34:43,36.909,10.5,1.35,4.746,46,30,75,0.03,76,0.1,0,0.02,0,0.22,-0.31,0.57,3.99,6.98,-35.2,46.2,19.1,52.499,36.909
10/20/2013,21:34:44,36.72,10.3,1.33,4.749,46,30,75,0.03,76,0.2,0,0.02,0,0.23,-0.31,0.54,3.88,6.98,-35.2,46.1,18.9,52.231,36.72
10/20/2013,21:34:44,36.66,10.3,1.32,4.752,46,30,75,0.03,76,0.2,0,0.01,-0.02,0.23,-0.31,0.51,3.8,6.98,-35.2,46,18.8,52.145,36.66
10/20/2013,21:34:45,36.554,10.2,1.31,4.754,45,30,74,0.03,75,0.2,0,0.01,-0.02,0.22,-0.32,0.47,3.67,6.98,-35.1,45.8,18.7,51.994,36.554
10/20/2013,21:34:45,36.36,10.2,1.31,4.758,45,29,74,0.03,75,0.2,0,0.02,0,0.22,-0.32,0.42,3.54,6.98,-35.1,45.7,18.5,51.718,36.36
10/20/2013,21:34:46,36.158,10.1,1.3,4.763,45,29,73,0.03,74,0.3,0,0.02,0.02,0.22,-0.32,0.38,3.4,6.98,-35.2,45.6,18.5,51.431,36.158
10/20/2013,21:34:46,35.075,10,1.29,4.768,45,29,73,0.03,74,0.3,0,0.02,0.02,0.22,-0.31,0.34,3.3,6.98,-35.2,45.6,18.5,49.89,35.075
10/20/2013,21:34:47,34.593,10,1.28,4.772,44,29,72,0.03,73,0.3,0,0.02,0.01,0.23,-0.31,0.3,3.15,6.98,-35.2,45.6,18.5,49.205,34.593
