Process_ID, Interval, Layer, Sv_mean, NASC, Height_mean, Depth_mean, Layer_depth_min, Layer_depth_max, Ping_S, Ping_E, Dist_M, Date_M, Time_M, Lat_M, Lon_M, Noise_Sv_1m, Minimum_Sv_threshold_applied, Maximum_Sv_threshold_applied, Standard_deviation, Thickness_mean, Range_mean, Exclude_below_line_range_mean, Exclude_above_line_range_mean
1455, 23273288, 2, -76.608741, 0.937297, 0.996000, 1.500000, 1.000000, 2.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000016482421, 0.996000, 1.500000, 123.995517, -9999.000000
1455, 23273288, 3, -73.999977, 1.729636, 1.008000, 2.502000, 2.000000, 3.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000030779111, 1.008000, 2.502000, 123.995517, -9999.000000
1455, 23273288, 4, -87.971038, 0.068493, 0.996000, 3.504000, 3.000000, 4.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000955255, 0.996000, 3.504000, 123.995517, -9999.000000
1455, 23273288, 5, -94.270143, 0.016060, 0.996000, 4.500000, 4.000000, 5.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000063420, 0.996000, 4.500000, 123.995517, -9999.000000
1455, 23273288, 6, -96.403277, 0.009945, 1.008000, 5.502000, 5.000000, 6.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000045157, 1.008000, 5.502000, 123.995517, -9999.000000
1455, 23273288, 7, -95.771550, 0.011366, 0.996000, 6.504000, 6.000000, 7.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000028955, 0.996000, 6.504000, 123.995517, -9999.000000
1455, 23273288, 8, -95.105006, 0.013251, 0.996000, 7.500000, 7.000000, 8.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000033250, 0.996000, 7.500000, 123.995517, -9999.000000
1455, 23273288, 9, -92.229830, 0.026000, 1.008000, 8.502000, 8.000000, 9.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000150535, 1.008000, 8.502000, 123.995517, -9999.000000
1455, 23273288, 10, -95.492349, 0.012120, 0.996000, 9.504000, 9.000000, 10.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000028536, 0.996000, 9.504000, 123.995517, -9999.000000
1455, 23273288, 11, -95.351379, 0.012520, 0.996000, 10.500000, 10.000000, 11.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000031119, 0.996000, 10.500000, 123.995517, -9999.000000
1455, 23273288, 12, -95.984559, 0.010952, 1.008000, 11.502000, 11.000000, 12.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000025618, 1.008000, 11.502000, 123.995517, -9999.000000
1455, 23273288, 13, -96.352597, 0.009942, 0.996000, 12.504000, 12.000000, 13.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000025369, 0.996000, 12.504000, 123.995517, -9999.000000
1455, 23273288, 14, -97.235561, 0.008113, 0.996000, 13.500000, 13.000000, 14.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000028271, 0.996000, 13.500000, 123.995517, -9999.000000
1455, 23273288, 15, -96.798350, 0.009081, 1.008000, 14.502000, 14.000000, 15.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000020821, 1.008000, 14.502000, 123.995517, -9999.000000
1455, 23273288, 16, -96.508039, 0.009593, 0.996000, 15.504000, 15.000000, 16.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000031196, 0.996000, 15.504000, 123.995517, -9999.000000
1455, 23273288, 17, -96.809466, 0.008950, 0.996000, 16.500000, 16.000000, 17.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000026199, 0.996000, 16.500000, 123.995517, -9999.000000
1455, 23273288, 18, -98.219144, 0.006547, 1.008000, 17.502000, 17.000000, 18.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000023553, 1.008000, 17.502000, 123.995517, -9999.000000
1455, 23273288, 19, -100.205468, 0.004095, 0.996000, 18.504000, 18.000000, 19.000000, 0, 55, 0.214629, 20140402, 00:07:45.61, 37.98203009, -119.90927500, -999.000000, 0, 0, 0.00000000037106, 0.996000, 18.504000, 123.995517, -9999.000000
