Ping_date, Ping_time, Ping_milliseconds, Target_range, Target_on_axis_depth, TS_comp, TS_uncomp, Angle_minor_axis, Angle_major_axis, PulseLengthDeterminationLevel, Samples_above_PLDL, StandDev_Angles_Minor_Axis, StandDev_Angles_Major_Axis, PulseLength_Normalized_6dB, PulseLength_Normalized_12dB, PulseLength_Normalized_18dB, PulseLength_Normalized_PLDL, Pulse_Start_Normalized_6dB, Pulse_Start_Normalized_12dB, Pulse_Start_Normalized_18dB, Pulse_Start_Normalized_PLDL, Transmitted_pulse_length, Target_true_depth, Target_latitude, Target_longitude, Target_northing, Target_easting, Exclude_below_line_depth, Target_length, Target_length_uncompensated, Target_length_manual, Target_perimeter, Target_area, Target_intensity_variation, Target_compactness, Target_thickness, Target_length_across_beams, Target_range_extent, Ping_number, Target_class, Target_orientation, 
2014-09-10, 18:51:40, 061.0, 31.33472067, 31.33472067, -35.333504, -39.304129, -1.4063, 2.5068, 6.000000, 4, 0.049922, 0.058538, 0.750000, 1.250000, 1.500000, 0.750000, -0.250000, -0.500000, -0.500000, -0.250000, 0.064000, 31.295324, 37.984944, -119.910384, 0.244740, 1.551619, 53.394469, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 171, Unclassified, -9.9e+37, 
2014-09-10, 18:51:40, 560.0, 31.2871815338, 31.2871815338, -49.580004, -52.633504, -1.5897, 1.9565, 6.000000, 4, 0.000000, 0.030571, 0.750000, 1.250000, 1.500000, 0.750000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 31.256921, 37.984943, -119.910387, -0.020311, 1.375573, 53.718841, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 172, Unclassified, -9.9e+37, 
2014-09-10, 18:51:41, 059.0, 31.2280766776, 31.2280766776, -49.044147, -51.577229, -1.8954, 1.284, 6.000000, 4, 0.000000, 0.030571, 0.750000, 1.250000, 1.750000, 0.750000, -0.250000, -0.500000, -0.750000, -0.250000, 0.064000, 31.203163, 37.984934, -119.910395, -1.032602, 0.699366, 53.711937, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 173, Unclassified, -9.9e+37, 
2014-09-10, 18:51:41, 558.0, 31.1451498906, 31.1451498906, -49.897313, -52.229391, -2.0788, 0.67255, 6.000000, 4, 0.000000, 0.030571, 0.750000, 1.250000, 2.250000, 0.750000, -0.250000, -0.500000, -0.750000, -0.250000, 0.064000, 31.122511, 37.984934, -119.910399, -1.129688, 0.365344, 53.700276, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 174, Unclassified, -9.9e+37, 
2014-09-10, 18:53:55, 703.0, 13.0063130954, 13.0063130954, -48.925281, -52.693794, 2.6291, 0.91712, 6.000000, 4, 0.000000, 0.030571, 0.750000, 1.250000, 1.500000, 0.750000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 12.990962, 37.985143, -119.910607, 0.624796, -0.093375, 56.580098, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 442, Unclassified, -9.9e+37, 
2014-09-10, 18:53:56, 202.0, 13.0298904027, 13.0298904027, -47.854724, -51.155402, 2.5679, 0.36685, 6.000000, 4, 0.000000, 0.030571, 0.750000, 1.000000, 1.500000, 0.750000, -0.500000, -0.500000, -0.750000, -0.500000, 0.064000, 13.016539, 37.985143, -119.910610, 0.510079, -0.295912, 56.521854, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 443, Unclassified, -9.9e+37, 
2014-09-10, 18:54:19, 196.0, 29.8190887519, 29.8190887519, -34.780785, -37.093133, 2.1399, 0.36685, 6.000000, 4, 0.030571, 0.000000, 0.750000, 1.250000, 1.500000, 0.750000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 29.797683, 37.985182, -119.910670, 0.757557, -0.838007, 54.750770, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 489, Unclassified, -9.9e+37, 
2014-09-10, 18:54:19, 695.0, 29.8428652176, 29.8428652176, -35.579550, -36.901107, 1.4063, 0.85598, 6.000000, 4, 0.030571, 0.000000, 0.750000, 1.250000, 1.500000, 0.750000, -0.250000, -0.500000, -0.500000, -0.250000, 0.064000, 29.830550, 37.985184, -119.910668, 0.768634, -0.379620, 54.717405, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 490, Unclassified, -9.9e+37, 
2014-09-10, 18:54:20, 195.0, 29.8546998637, 29.8546998637, -35.703409, -36.517038, 0.67255, 1.1005, 6.000000, 4, 0.000000, 0.030571, 0.750000, 1.250000, 1.500000, 0.750000, -0.250000, -0.500000, -0.500000, -0.250000, 0.064000, 29.847137, 37.985185, -119.910667, 0.671862, 0.011289, 54.683973, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 491, Unclassified, -9.9e+37, 
2014-09-10, 18:54:20, 694.0, 29.2150501271, 29.2150501271, -43.921895, -46.419316, 0.7337, 2.1399, 6.000000, 4, 0.030571, 0.030571, 0.750000, 1.000000, 1.250000, 0.750000, -0.500000, -0.500000, -0.500000, -0.500000, 0.064000, 29.192285, 37.985191, -119.910669, 1.121368, 0.268654, 54.650608, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 492, Unclassified, -9.9e+37, 
2014-09-10, 18:54:20, 694.0, 29.8664082199, 29.8664082199, -35.258177, -35.392239, -0.18342, 0.48913, 6.000000, 4, 0.000000, 0.030571, 0.750000, 1.250000, 1.500000, 0.750000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 29.865167, 37.985183, -119.910670, 0.164080, 0.217315, 54.650608, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 492, Unclassified, -9.9e+37, 
