Process_ID, Interval, Layer, Sv_mean, NASC, Height_mean, Depth_mean, Layer_depth_min, Layer_depth_max, Ping_S, Ping_E, Dist_M, Date_M, Time_M, Lat_M, Lon_M, Noise_Sv_1m, Minimum_Sv_threshold_applied, Maximum_Sv_threshold_applied, Standard_deviation, Thickness_mean, Range_mean, Exclude_below_line_range_mean, Exclude_above_line_range_mean
1462, 23506251, 2, -97.113519, 0.004166, 0.497280, 1.746400, 1.000000, 2.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000092689, 0.497280, 1.746400, 52.565210, 1.500000
1462, 23506251, 3, -100.820798, 0.003591, 1.006400, 2.498240, 2.000000, 3.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000030355, 1.006400, 2.498240, 52.565210, 1.500000
1462, 23506251, 4, -95.365558, 0.012461, 0.994560, 3.498720, 3.000000, 4.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000258864, 0.994560, 3.498720, 52.565210, 1.500000
1462, 23506251, 5, -78.113461, 0.669756, 1.006400, 4.499200, 4.000000, 5.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000030136613, 1.006400, 4.499200, 52.565210, 1.500000
1462, 23506251, 6, -95.580015, 0.011861, 0.994560, 5.499680, 5.000000, 6.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000102978, 0.994560, 5.499680, 52.565210, 1.500000
1462, 23506251, 7, -95.345342, 0.012669, 1.006400, 6.500160, 6.000000, 7.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000138839, 1.006400, 6.500160, 52.565210, 1.500000
1462, 23506251, 8, -97.786972, 0.007136, 0.994560, 7.500640, 7.000000, 8.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000069995, 0.994560, 7.500640, 52.565210, 1.500000
1462, 23506251, 9, -94.078473, 0.016960, 1.006400, 8.501120, 8.000000, 9.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000129647, 1.006400, 8.501120, 52.565210, 1.500000
1462, 23506251, 10, -94.980002, 0.013618, 0.994560, 9.501600, 9.000000, 10.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000094539, 0.994560, 9.501600, 52.565210, 1.500000
1462, 23506251, 11, -94.368048, 0.015866, 1.006400, 10.502080, 10.000000, 11.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000102185, 1.006400, 10.502080, 52.565210, 1.500000
1462, 23506251, 12, -96.233057, 0.010205, 0.994560, 11.502560, 11.000000, 12.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000068193, 0.994560, 11.502560, 52.565210, 1.500000
