Ping_date, Ping_time, Ping_milliseconds, Target_range, Target_on_axis_depth, TS_comp, TS_uncomp, Angle_minor_axis, Angle_major_axis, PulseLengthDeterminationLevel, Samples_above_PLDL, StandDev_Angles_Minor_Axis, StandDev_Angles_Major_Axis, PulseLength_Normalized_6dB, PulseLength_Normalized_12dB, PulseLength_Normalized_18dB, PulseLength_Normalized_PLDL, Pulse_Start_Normalized_6dB, Pulse_Start_Normalized_12dB, Pulse_Start_Normalized_18dB, Pulse_Start_Normalized_PLDL, Transmitted_pulse_length, Target_true_depth, Target_latitude, Target_longitude, Target_northing, Target_easting, Exclude_below_line_depth, Target_length, Target_length_uncompensated, Target_length_manual, Target_perimeter, Target_area, Target_intensity_variation, Target_compactness, Target_thickness, Target_length_across_beams, Target_range_extent, Ping_number, Target_class, Target_orientation, 
2014-09-11, 19:37:54, 080.0, 3.45124184, 3.45124184, -44.211511, -44.360330, 0, -0.55027, 6.000000, 4, 0.135572, 0.217603, 0.750000, 1.500000, 1.500000, 0.750000, -0.500000, -1.000000, -1.000000, -0.500000, 0.064000, 3.451083, 37.977794, -119.877905, 0.028713, -0.016558, 7.092726, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 630, Unclassified, -9.9e+37, 
2014-09-11, 20:07:41, 076.0, 10.3541914375, 10.3541914375, -32.212303, -32.954399, 1.2228, -0.12228, 6.000000, 4, 0.000000, 0.000000, 0.750000, 1.250000, 1.500000, 0.750000, -0.250000, -0.500000, -0.500000, -0.250000, 0.064000, 10.351810, 37.988185, -119.858128, -0.149397, 0.164300, 37.071216, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 4204, Unclassified, -9.9e+37, 
2014-09-11, 20:07:41, 575.0, 10.2652193995, 10.2652193995, -46.856575, -49.985177, -2.2622, 1.1617, 6.000000, 5, 0.033488, 0.000000, 1.000000, 1.250000, 1.750000, 1.000000, -0.500000, -0.500000, -0.750000, -0.500000, 0.064000, 10.255114, 37.988184, -119.858131, 0.136545, -0.434419, 37.254332, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 4205, Unclassified, -9.9e+37, 
2014-09-11, 20:15:12, 571.0, 12.5798480186, 12.5798480186, -46.726682, -50.628960, -0.18342, 2.8125, 6.000000, 4, 0.000000, 0.035300, 0.750000, 1.500000, 2.000000, 0.750000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 12.564631, 37.988070, -119.857214, -0.499674, -0.364632, 37.583779, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 5107, Unclassified, -9.9e+37, 
2014-09-11, 20:15:13, 070.0, 12.5088606995, 12.5088606995, -49.306225, -51.555754, -0.7337, 2.0177, 6.000000, 4, 0.030571, 0.035300, 0.750000, 1.000000, 2.000000, 0.750000, -0.500000, -0.500000, -0.750000, -0.500000, 0.064000, 12.500082, 37.988071, -119.857212, -0.286101, -0.371077, 37.425659, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 5108, Unclassified, -9.9e+37, 
2014-09-11, 20:15:13, 569.0, 12.5031267963, 12.5031267963, -46.327421, -49.729750, -1.1617, 2.3845, 6.000000, 5, 0.033488, 0.027343, 1.000000, 1.500000, 2.000000, 1.000000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 12.489737, 37.988073, -119.857200, -0.044950, 0.576733, 37.420115, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 5109, Unclassified, -9.9e+37, 
2014-09-11, 20:15:15, 083.0, 12.3136522934, 12.3136522934, -46.697778, -50.373854, -2.6291, 0.79484, 6.000000, 5, 0.033488, 0.033488, 1.000000, 1.250000, 2.250000, 1.000000, -0.500000, -0.500000, -0.750000, -0.500000, 0.064000, 12.299510, 37.988075, -119.857204, -0.337945, 0.483610, 37.403294, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 5112, Unclassified, -9.9e+37, 
2014-09-11, 20:15:57, 078.0, 9.9159370024, 9.9159370024, -48.445916, -52.341498, 1.3451, -2.5068, 6.000000, 4, 0.035300, 0.104419, 0.750000, 1.500000, 1.750000, 0.750000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 9.903723, 37.988107, -119.857144, 0.433583, 0.232549, 36.886390, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 5196, Unclassified, -9.9e+37, 
2014-09-11, 20:15:58, 076.0, 9.8450343869, 9.8450343869, -42.794654, -44.063838, 0.97826, -1.284, 6.000000, 4, 0.035300, 0.086467, 0.750000, 1.250000, 1.500000, 0.750000, -0.250000, -0.500000, -0.500000, -0.250000, 0.064000, 9.841129, 37.988105, -119.857149, 0.168043, -0.220572, 36.871242, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 5198, Unclassified, -9.9e+37, 
2014-09-11, 20:15:58, 575.0, 9.8330800942, 9.8330800942, -37.241581, -38.782545, 0.79484, -1.5897, 6.000000, 4, 0.030571, 0.049922, 0.750000, 1.250000, 1.500000, 0.750000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 9.828351, 37.988105, -119.857150, 0.136353, -0.272758, 36.863668, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 5199, Unclassified, -9.9e+37, 
