Process_ID, Interval, Layer, Sv_mean, NASC, Height_mean, Depth_mean, Layer_depth_min, Layer_depth_max, Ping_S, Ping_E, Dist_M, Date_M, Time_M, Lat_M, Lon_M, Noise_Sv_1m, Minimum_Sv_threshold_applied, Maximum_Sv_threshold_applied, Standard_deviation, Thickness_mean, Range_mean, Exclude_below_line_range_mean, Exclude_above_line_range_mean
1435, 23274457, 2, -87.327534, 0.079432, 0.996000, 1.500000, 1.000000, 2.000000, 0, 32, 0.006888, 20140402, 19:36:51.70, 37.97786517, -119.87799765, -999.000000, 0, 0, 0.00000000194390, 0.996000, 1.500000, -9999.000000, -9999.000000
1435, 23274457, 3, -89.842538, 0.045050, 1.008000, 2.502000, 2.000000, 3.000000, 0, 32, 0.006888, 20140402, 19:36:51.70, 37.97786517, -119.87799765, -999.000000, 0, 0, 0.00000000071068, 1.008000, 2.502000, -9999.000000, -9999.000000
1435, 23274457, 4, -90.746900, 0.036146, 0.996000, 3.504000, 3.000000, 4.000000, 0, 32, 0.006888, 20140402, 19:36:51.70, 37.97786517, -119.87799765, -999.000000, 0, 0, 0.00000000052442, 0.996000, 3.504000, -9999.000000, -9999.000000
1435, 23274457, 5, -90.894804, 0.034936, 0.996000, 4.500000, 4.000000, 5.000000, 0, 32, 0.006888, 20140402, 19:36:51.70, 37.97786517, -119.87799765, -999.000000, 0, 0, 0.00000000051268, 0.996000, 4.500000, -9999.000000, -9999.000000
1435, 23274457, 6, -91.076508, 0.033908, 1.008000, 5.502000, 5.000000, 6.000000, 0, 32, 0.006888, 20140402, 19:36:51.70, 37.97786517, -119.87799765, -999.000000, 0, 0, 0.00000000051056, 1.008000, 5.502000, -9999.000000, -9999.000000
1435, 23274457, 7, -92.462829, 0.024348, 0.996000, 6.504000, 6.000000, 7.000000, 0, 32, 0.006888, 20140402, 19:36:51.70, 37.97786517, -119.87799765, -999.000000, 0, 0, 0.00000000038810, 0.996000, 6.504000, -9999.000000, -9999.000000
1435, 23274457, 8, -92.897120, 0.022031, 0.996000, 7.500000, 7.000000, 8.000000, 0, 32, 0.006888, 20140402, 19:36:51.70, 37.97786517, -119.87799765, -999.000000, 0, 0, 0.00000000062404, 0.996000, 7.500000, -9999.000000, -9999.000000
1435, 23274457, 9, -92.549825, 0.024153, 1.008000, 8.502000, 8.000000, 9.000000, 0, 32, 0.006888, 20140402, 19:36:51.70, 37.97786517, -119.87799765, -999.000000, 0, 0, 0.00000000045361, 1.008000, 8.502000, -9999.000000, -9999.000000
1435, 23274457, 10, -93.052131, 0.021259, 0.996000, 9.504000, 9.000000, 10.000000, 0, 32, 0.006888, 20140402, 19:36:51.70, 37.97786517, -119.87799765, -999.000000, 0, 0, 0.00000000046770, 0.996000, 9.504000, -9999.000000, -9999.000000
1435, 23274457, 11, -91.081121, 0.033469, 0.996000, 10.500000, 10.000000, 11.000000, 0, 32, 0.006888, 20140402, 19:36:51.70, 37.97786517, -119.87799765, -999.000000, 0, 0, 0.00000000071613, 0.996000, 10.500000, -9999.000000, -9999.000000
1435, 23274458, 2, -85.688293, 0.115857, 0.996000, 1.500000, 1.000000, 2.000000, 33, 152, 0.056858, 20140402, 19:37:29.70, 37.97829510, -119.87711305, -999.000000, 0, 0, 0.00000000545656, 0.996000, 1.500000, -9999.000000, -9999.000000
1435, 23274458, 3, -88.912037, 0.055815, 1.008000, 2.502000, 2.000000, 3.000000, 33, 152, 0.056858, 20140402, 19:37:29.70, 37.97829510, -119.87711305, -999.000000, 0, 0, 0.00000000123582, 1.008000, 2.502000, -9999.000000, -9999.000000
1435, 23274458, 4, -89.712948, 0.045862, 0.996000, 3.504000, 3.000000, 4.000000, 33, 152, 0.056858, 20140402, 19:37:29.70, 37.97829510, -119.87711305, -999.000000, 0, 0, 0.00000000079426, 0.996000, 3.504000, -9999.000000, -9999.000000
1435, 23274458, 5, -89.788959, 0.045067, 0.996000, 4.500000, 4.000000, 5.000000, 33, 152, 0.056858, 20140402, 19:37:29.70, 37.97829510, -119.87711305, -999.000000, 0, 0, 0.00000000069137, 0.996000, 4.500000, -9999.000000, -9999.000000
1435, 23274458, 6, -90.159071, 0.041884, 1.008000, 5.502000, 5.000000, 6.000000, 33, 152, 0.056858, 20140402, 19:37:29.70, 37.97829510, -119.87711305, -999.000000, 0, 0, 0.00000000075695, 1.008000, 5.502000, -9999.000000, -9999.000000
1435, 23274458, 7, -90.535538, 0.037949, 0.996000, 6.504000, 6.000000, 7.000000, 33, 152, 0.056858, 20140402, 19:37:29.70, 37.97829510, -119.87711305, -999.000000, 0, 0, 0.00000000058110, 0.996000, 6.504000, -9999.000000, -9999.000000
1435, 23274458, 8, -91.607061, 0.029651, 0.996000, 7.500000, 7.000000, 8.000000, 33, 152, 0.056858, 20140402, 19:37:29.70, 37.97829510, -119.87711305, -999.000000, 0, 0, 0.00000000049016, 0.996000, 7.500000, -9999.000000, -9999.000000
1435, 23274458, 9, -89.644452, 0.047153, 1.008000, 8.502000, 8.000000, 9.000000, 33, 152, 0.056858, 20140402, 19:37:29.70, 37.97829510, -119.87711305, -999.000000, 0, 0, 0.00000000063706, 1.008000, 8.502000, -9999.000000, -9999.000000
1435, 23274459, 2, -85.202131, 0.129580, 0.996000, 1.500000, 1.000000, 2.000000, 153, 272, 0.144107, 20140402, 19:38:29.70, 37.97885030, -119.87550621, -999.000000, 0, 0, 0.00000000564991, 0.996000, 1.500000, -9999.000000, -9999.000000
1435, 23274459, 3, -89.045714, 0.054123, 1.008000, 2.502000, 2.000000, 3.000000, 153, 272, 0.144107, 20140402, 19:38:29.70, 37.97885030, -119.87550621, -999.000000, 0, 0, 0.00000000098075, 1.008000, 2.502000, -9999.000000, -9999.000000
1435, 23274459, 4, -90.317707, 0.039901, 0.996000, 3.504000, 3.000000, 4.000000, 153, 272, 0.144107, 20140402, 19:38:29.70, 37.97885030, -119.87550621, -999.000000, 0, 0, 0.00000000064897, 0.996000, 3.504000, -9999.000000, -9999.000000
1435, 23274459, 5, -90.007163, 0.042858, 0.996000, 4.500000, 4.000000, 5.000000, 153, 272, 0.144107, 20140402, 19:38:29.70, 37.97885030, -119.87550621, -999.000000, 0, 0, 0.00000000069889, 0.996000, 4.500000, -9999.000000, -9999.000000
