Ping_date, Ping_time, Ping_milliseconds, Target_range, Target_on_axis_depth, TS_comp, TS_uncomp, Angle_minor_axis, Angle_major_axis, PulseLengthDeterminationLevel, Samples_above_PLDL, StandDev_Angles_Minor_Axis, StandDev_Angles_Major_Axis, PulseLength_Normalized_6dB, PulseLength_Normalized_12dB, PulseLength_Normalized_18dB, PulseLength_Normalized_PLDL, Pulse_Start_Normalized_6dB, Pulse_Start_Normalized_12dB, Pulse_Start_Normalized_18dB, Pulse_Start_Normalized_PLDL, Transmitted_pulse_length, Target_true_depth, Target_latitude, Target_longitude, Target_northing, Target_easting, Exclude_below_line_depth, Target_length, Target_length_uncompensated, Target_length_manual, Target_perimeter, Target_area, Target_intensity_variation, Target_compactness, Target_thickness, Target_length_across_beams, Target_range_extent, Ping_number, Target_class, Target_orientation, 
2014-04-02, 00:08:04, 607.0, 23.78983206, 23.78983206, -38.852535, -42.468599, 0.36685, -2.6902, 6.000000, 4, 0.030571, 0.000000, 0.750000, 1.250000, 1.750000, 0.750000, -0.500000, -0.500000, -0.750000, -0.500000, 0.064000, 23.763127, 37.982043, -119.909276, 0.152151, -1.116579, 60.094406, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 65, Unclassified, -9.9e+37, 
2014-04-02, 00:08:05, 107.0, 23.8320932890, 23.8320932890, -45.121365, -48.737429, 0.36685, -2.6902, 6.000000, 5, 0.000000, 0.069712, 1.000000, 1.500000, 2.000000, 1.000000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 23.805341, 37.982043, -119.909276, 0.152421, -1.118562, 60.092089, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 66, Unclassified, -9.9e+37, 
2014-04-02, 00:08:15, 107.0, 25.1101121366, 25.1101121366, -47.462985, -50.039376, -0.36685, -2.2622, 6.000000, 4, 0.030571, 0.035300, 0.750000, 1.250000, 1.500000, 0.750000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 25.090029, 37.982057, -119.909262, 0.991157, -0.160647, 60.045768, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 86, Unclassified, -9.9e+37, 
2014-04-02, 00:08:15, 607.0, 25.1458372782, 25.1458372782, -38.902085, -40.052153, -0.061141, -1.5285, 6.000000, 4, 0.030571, 0.000000, 0.750000, 1.250000, 1.750000, 0.750000, -0.500000, -0.500000, -0.750000, -0.500000, 0.064000, 25.136875, 37.982052, -119.909266, 0.394154, -0.543399, 60.043452, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 87, Unclassified, -9.9e+37, 
2014-04-02, 00:08:16, 107.0, 25.1699214579, 25.1699214579, -33.874314, -34.848014, 0.061141, -1.4063, 6.000000, 4, 0.035300, 0.030571, 0.750000, 1.250000, 1.750000, 0.750000, -0.500000, -0.500000, -0.750000, -0.500000, 0.064000, 25.162326, 37.982052, -119.909265, 0.403464, -0.468502, 60.041136, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 88, Unclassified, -9.9e+37, 
2014-04-02, 00:08:16, 607.0, 25.1821423653, 25.1821423653, -40.444649, -41.423700, -0.12228, -1.4063, 6.000000, 4, 0.000000, 0.030571, 0.750000, 1.250000, 1.500000, 0.750000, -0.250000, -0.500000, -0.500000, -0.250000, 0.064000, 25.174501, 37.982051, -119.909266, 0.340365, -0.518618, 60.038820, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 89, Unclassified, -9.9e+37, 
2014-04-02, 00:08:17, 107.0, 25.2179519666, 25.2179519666, -43.347679, -43.512960, 0.18342, 0.55027, 6.000000, 4, 0.000000, 0.000000, 0.750000, 1.500000, 1.750000, 0.750000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 25.216660, 37.982048, -119.909257, -0.086522, 0.240182, 60.036504, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 90, Unclassified, -9.9e+37, 
2014-04-02, 00:08:17, 607.0, 25.2181406470, 25.2181406470, -45.464077, -45.511843, 0.30571, 0.061141, 6.000000, 4, 0.000000, 0.030571, 0.750000, 1.250000, 1.750000, 0.750000, -0.250000, -0.500000, -0.750000, -0.250000, 0.064000, 25.217767, 37.982051, -119.909257, 0.089016, 0.104427, 60.034188, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 91, Unclassified, -9.9e+37, 
2014-04-02, 00:08:18, 107.0, 25.1879916469, 25.1879916469, -48.199449, -48.333512, 0.18342, -0.48913, 6.000000, 5, 0.000000, 0.027343, 1.000000, 1.250000, 1.750000, 1.000000, -0.500000, -0.500000, -0.750000, -0.500000, 0.064000, 25.186945, 37.982052, -119.909260, 0.196434, -0.118960, 60.031872, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 92, Unclassified, -9.9e+37, 
2014-04-02, 00:08:45, 607.0, 23.0820445313, 23.0820445313, -47.768269, -48.149491, -0.48913, -0.7337, 6.000000, 4, 0.000000, 0.000000, 0.750000, 1.250000, 1.500000, 0.750000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 23.079311, 37.982042, -119.909248, -0.295557, 0.197032, 59.904489, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 147, Unclassified, -9.9e+37, 
