Process_ID, Interval, Layer, Sv_mean, NASC, Height_mean, Depth_mean, Layer_depth_min, Layer_depth_max, Ping_S, Ping_E, Dist_M, Date_M, Time_M, Lat_M, Lon_M, Noise_Sv_1m, Minimum_Sv_threshold_applied, Maximum_Sv_threshold_applied, Standard_deviation, Thickness_mean, Range_mean, Exclude_below_line_range_mean, Exclude_above_line_range_mean
499, 23052866, 2, -85.407428, 0.123597, 0.996000, 1.500000, 1.000000, 2.000000, 0, 52, 0.036980, 20131030, 22:25:33.89, 37.97846000, -119.87616333, -999.000000, 0, 0, 0.00000000708469, 0.996000, 1.500000, 156.908363, -9999.000000
499, 23052866, 3, -91.087671, 0.033821, 1.008000, 2.502000, 2.000000, 3.000000, 0, 52, 0.036980, 20131030, 22:25:33.89, 37.97846000, -119.87616333, -999.000000, 0, 0, 0.00000000095760, 1.008000, 2.502000, 156.908363, -9999.000000
499, 23052866, 4, -94.314409, 0.015897, 0.996000, 3.504000, 3.000000, 4.000000, 0, 52, 0.036980, 20131030, 22:25:33.89, 37.97846000, -119.87616333, -999.000000, 0, 0, 0.00000000030514, 0.996000, 3.504000, 156.908363, -9999.000000
499, 23052866, 5, -93.089104, 0.021079, 0.996000, 4.500000, 4.000000, 5.000000, 0, 52, 0.036980, 20131030, 22:25:33.89, 37.97846000, -119.87616333, -999.000000, 0, 0, 0.00000000041065, 0.996000, 4.500000, 156.908363, -9999.000000
499, 23052866, 6, -92.529174, 0.023707, 0.984679, 5.492554, 5.000000, 6.000000, 0, 52, 0.036980, 20131030, 22:25:33.89, 37.97846000, -119.87616333, -999.000000, 0, 0, 0.00000000044060, 0.984679, 5.492554, 156.908363, -9999.000000
499, 23052867, 2, -85.305029, 0.126546, 0.996000, 1.500000, 1.000000, 2.000000, 53, 112, 0.117305, 20131030, 22:26:29.89, 37.97898494, -119.87460849, -999.000000, 0, 0, 0.00000000466164, 0.996000, 1.500000, 4.887711, -9999.000000
499, 23052867, 3, -90.431034, 0.039341, 1.008000, 2.502000, 2.000000, 3.000000, 53, 112, 0.117305, 20131030, 22:26:29.89, 37.97898494, -119.87460849, -999.000000, 0, 0, 0.00000000121408, 1.008000, 2.502000, 4.887711, -9999.000000
499, 23052867, 4, -93.894253, 0.017167, 0.976400, 3.496299, 3.000000, 4.000000, 53, 112, 0.117305, 20131030, 22:26:29.89, 37.97898494, -119.87460849, -999.000000, 0, 0, 0.00000000032174, 0.976400, 3.496299, 4.887711, -9999.000000
499, 23052867, 5, -94.981093, 0.009566, 0.698800, 4.454988, 4.000000, 5.000000, 53, 112, 0.117305, 20131030, 22:26:29.89, 37.97898494, -119.87460849, -999.000000, 0, 0, 0.00000000018373, 0.698800, 4.454988, 4.887711, -9999.000000
499, 23052868, 2, -85.824906, 0.112269, 0.996000, 1.500000, 1.000000, 2.000000, 113, 172, 0.207357, 20131030, 22:27:29.89, 37.97959811, -119.87287559, -999.000000, 0, 0, 0.00000000333815, 0.996000, 1.500000, 4.717611, -9999.000000
499, 23052868, 3, -89.452807, 0.049280, 1.008000, 2.502000, 2.000000, 3.000000, 113, 172, 0.207357, 20131030, 22:27:29.89, 37.97959811, -119.87287559, -999.000000, 0, 0, 0.00000000145949, 1.008000, 2.502000, 4.717611, -9999.000000
499, 23052868, 4, -94.391284, 0.015618, 0.996000, 3.504000, 3.000000, 4.000000, 113, 172, 0.207357, 20131030, 22:27:29.89, 37.97959811, -119.87287559, -999.000000, 0, 0, 0.00000000022534, 0.996000, 3.504000, 4.717611, -9999.000000
499, 23052869, 2, -85.827074, 0.112213, 0.996000, 1.500000, 1.000000, 2.000000, 173, 232, 0.294176, 20131030, 22:28:29.89, 37.98010813, -119.87116062, -999.000000, 0, 0, 0.00000000508315, 0.996000, 1.500000, 4.557495, -9999.000000
499, 23052869, 3, -91.094520, 0.033768, 1.008000, 2.502000, 2.000000, 3.000000, 173, 232, 0.294176, 20131030, 22:28:29.89, 37.98010813, -119.87116062, -999.000000, 0, 0, 0.00000000118719, 1.008000, 2.502000, 4.557495, -9999.000000
499, 23052869, 4, -93.107407, 0.020922, 0.992800, 3.502704, 3.000000, 4.000000, 173, 232, 0.294176, 20131030, 22:28:29.89, 37.98010813, -119.87116062, -999.000000, 0, 0, 0.00000000056419, 0.992800, 3.502704, 4.557495, -9999.000000
499, 23052870, 2, -86.151140, 0.104145, 0.996000, 1.500000, 1.000000, 2.000000, 233, 292, 0.381059, 20131030, 22:29:29.89, 37.98069979, -119.86948893, -999.000000, 0, 0, 0.00000000511321, 0.996000, 1.500000, 4.037007, -9999.000000
499, 23052870, 3, -91.204562, 0.032923, 1.008000, 2.502000, 2.000000, 3.000000, 233, 292, 0.381059, 20131030, 22:29:29.89, 37.98069979, -119.86948893, -999.000000, 0, 0, 0.00000000114551, 1.008000, 2.502000, 4.037007, -9999.000000
