Process_ID, Interval, Layer, Sv_mean, NASC, Height_mean, Depth_mean, Layer_depth_min, Layer_depth_max, Ping_S, Ping_E, Dist_M, Date_M, Time_M, Lat_M, Lon_M, Noise_Sv_1m, Minimum_Sv_threshold_applied, Maximum_Sv_threshold_applied, Standard_deviation, Thickness_mean, Range_mean, Exclude_below_line_range_mean, Exclude_above_line_range_mean
1449, 23506251, 2, -85.591427, 0.118299, 0.994560, 1.497760, 1.000000, 2.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000005507933, 0.994560, 1.497760, 52.565277, 1.000000
1449, 23506251, 3, -84.747801, 0.145373, 1.006400, 2.498240, 2.000000, 3.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000001422825, 1.006400, 2.498240, 52.565277, 1.000000
1449, 23506251, 4, -82.038995, 0.268055, 0.994560, 3.498720, 3.000000, 4.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000002532700, 0.994560, 3.498720, 52.565277, 1.000000
1449, 23506251, 5, -81.197096, 0.329271, 1.006400, 4.499200, 4.000000, 5.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000001973989, 1.006400, 4.499200, 52.565277, 1.000000
1449, 23506251, 6, -82.226779, 0.256711, 0.994560, 5.499680, 5.000000, 6.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000001072111, 0.994560, 5.499680, 52.565277, 1.000000
1449, 23506251, 7, -84.693369, 0.147206, 1.006400, 6.500160, 6.000000, 7.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000767175, 1.006400, 6.500160, 52.565277, 1.000000
1449, 23506251, 8, -86.168803, 0.103572, 0.994560, 7.500640, 7.000000, 8.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000855595, 0.994560, 7.500640, 52.565277, 1.000000
1449, 23506251, 9, -85.307030, 0.127808, 1.006400, 8.501120, 8.000000, 9.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000001322874, 1.006400, 8.501120, 52.565277, 1.000000
1449, 23506251, 10, -86.722822, 0.091168, 0.994560, 9.501600, 9.000000, 10.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000001238337, 0.994560, 9.501600, 52.565277, 1.000000
1449, 23506251, 11, -86.650951, 0.093792, 1.006400, 10.502080, 10.000000, 11.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000001423352, 1.006400, 10.502080, 52.565277, 1.000000
1449, 23506251, 12, -91.467266, 0.030577, 0.994560, 11.502560, 11.000000, 12.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000576105, 0.994560, 11.502560, 52.565277, 1.000000
1449, 23506251, 13, -92.529943, 0.023940, 0.994560, 12.497120, 12.000000, 13.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000578078, 0.994560, 12.497120, 52.565277, 1.000000
1449, 23506251, 14, -97.366412, 0.007955, 1.006400, 13.497600, 13.000000, 14.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000345614, 1.006400, 13.497600, 52.565277, 1.000000
1449, 23506251, 15, -99.186158, 0.005170, 0.994560, 14.498080, 14.000000, 15.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000316632, 0.994560, 14.498080, 52.565277, 1.000000
1449, 23506251, 16, -92.518745, 0.024288, 1.006400, 15.498560, 15.000000, 16.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000816715, 1.006400, 15.498560, 52.565277, 1.000000
1449, 23506251, 17, -95.918061, 0.010973, 0.994560, 16.499040, 16.000000, 17.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000555912, 0.994560, 16.499040, 52.565277, 1.000000
1449, 23506251, 18, -98.491006, 0.006140, 1.006400, 17.499520, 17.000000, 18.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000425402, 1.006400, 17.499520, 52.565277, 1.000000
1449, 23506251, 19, -102.687404, 0.002309, 0.994560, 18.500000, 18.000000, 19.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000337745, 0.994560, 18.500000, 52.565277, 1.000000
1449, 23506251, 20, -104.109088, 0.001684, 1.006400, 19.500480, 19.000000, 20.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000341445, 1.006400, 19.500480, 52.565277, 1.000000
1449, 23506251, 21, -999.000000, 0.000000, 0.994560, 20.500960, 20.000000, 21.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000000000, 0.994560, 20.500960, 52.565277, 1.000000
1449, 23506251, 22, -100.382923, 0.003972, 1.006400, 21.501440, 21.000000, 22.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000569370, 1.006400, 21.501440, 52.565277, 1.000000
1449, 23506251, 23, -102.842892, 0.002228, 0.994560, 22.501920, 22.000000, 23.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000454330, 0.994560, 22.501920, 52.565277, 1.000000
1449, 23506251, 24, -102.955409, 0.002196, 1.006400, 23.502400, 23.000000, 24.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000445337, 1.006400, 23.502400, 52.565277, 1.000000
1449, 23506251, 25, -999.000000, 0.000000, 0.994560, 24.502880, 24.000000, 25.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000000000, 0.994560, 24.502880, 52.565277, 1.000000
1449, 23506251, 26, -100.156525, 0.004135, 0.994560, 25.497440, 25.000000, 26.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000843350, 0.994560, 25.497440, 52.565277, 1.000000
1449, 23506251, 27, -999.000000, 0.000000, 1.006400, 26.497920, 26.000000, 27.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000000000, 1.006400, 26.497920, 52.565277, 1.000000
1449, 23506251, 28, -999.000000, 0.000000, 0.994560, 27.498400, 27.000000, 28.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000000000, 0.994560, 27.498400, 52.565277, 1.000000
1449, 23506251, 29, -98.640852, 0.005932, 1.006400, 28.498880, 28.000000, 29.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000001202666, 1.006400, 28.498880, 52.565277, 1.000000
1449, 23506251, 30, -93.729267, 0.018163, 0.994560, 29.499360, 29.000000, 30.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000002619330, 0.994560, 29.499360, 52.565277, 1.000000
1449, 23506251, 31, -999.000000, 0.000000, 1.006400, 30.499840, 30.000000, 31.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000000000, 1.006400, 30.499840, 52.565277, 1.000000
1449, 23506251, 32, -999.000000, 0.000000, 0.994560, 31.500320, 31.000000, 32.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000000000, 0.994560, 31.500320, 52.565277, 1.000000
1449, 23506251, 33, -999.000000, 0.000000, 1.006400, 32.500800, 32.000000, 33.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000000000, 1.006400, 32.500800, 52.565277, 1.000000
1449, 23506251, 34, -95.038571, 0.013436, 0.994560, 33.501280, 33.000000, 34.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000002740332, 0.994560, 33.501280, 52.565277, 1.000000
1449, 23506251, 35, -999.000000, 0.000000, 1.006400, 34.501760, 34.000000, 35.000000, 0, 90, 0.004026, 20140910, 18:50:37.05, 37.98482500, -119.91030000, -999.000000, 0, 0, 0.00000000000000, 1.006400, 34.501760, 52.565277, 1.000000
