Process_ID, Interval, Layer, Sv_mean, NASC, Height_mean, Depth_mean, Layer_depth_min, Layer_depth_max, Ping_S, Ping_E, Dist_M, Date_M, Time_M, Lat_M, Lon_M, Noise_Sv_1m, Minimum_Sv_threshold_applied, Maximum_Sv_threshold_applied, Standard_deviation, Thickness_mean, Range_mean, Exclude_below_line_range_mean, Exclude_above_line_range_mean
1436, 23395362, 2, -69.123713, 5.245073, 0.994560, 1.497760, 1.000000, 2.000000, 0, 109, 0.004650, 20140625, 18:41:32.13, 37.98813907, -119.85718185, -999.000000, 0, 0, 0.00000114929815, 0.994560, 1.497760, -9999.000000, -9999.000000
1436, 23395362, 3, -69.142416, 5.284706, 1.006400, 2.498240, 2.000000, 3.000000, 0, 109, 0.004650, 20140625, 18:41:32.13, 37.98813907, -119.85718185, -999.000000, 0, 0, 0.00000143549171, 1.006400, 2.498240, -9999.000000, -9999.000000
1436, 23395362, 4, -72.865256, 2.216140, 0.994560, 3.498720, 3.000000, 4.000000, 0, 109, 0.004650, 20140625, 18:41:32.13, 37.98813907, -119.85718185, -999.000000, 0, 0, 0.00000060981468, 0.994560, 3.498720, -9999.000000, -9999.000000
1436, 23395362, 5, -79.011546, 0.544638, 1.006400, 4.499200, 4.000000, 5.000000, 0, 109, 0.004650, 20140625, 18:41:32.13, 37.98813907, -119.85718185, -999.000000, 0, 0, 0.00000023426365, 1.006400, 4.499200, -9999.000000, -9999.000000
1436, 23395362, 6, -83.229987, 0.203762, 0.994560, 5.499680, 5.000000, 6.000000, 0, 109, 0.004650, 20140625, 18:41:32.13, 37.98813907, -119.85718185, -999.000000, 0, 0, 0.00000006191773, 0.994560, 5.499680, -9999.000000, -9999.000000
1436, 23395362, 7, -84.621700, 0.149655, 1.006400, 6.500160, 6.000000, 7.000000, 0, 109, 0.004650, 20140625, 18:41:32.13, 37.98813907, -119.85718185, -999.000000, 0, 0, 0.00000000963986, 1.006400, 6.500160, -9999.000000, -9999.000000
1436, 23395362, 8, -74.871476, 1.396289, 0.994560, 7.500640, 7.000000, 8.000000, 0, 109, 0.004650, 20140625, 18:41:32.13, 37.98813907, -119.85718185, -999.000000, 0, 0, 0.00000006688574, 0.994560, 7.500640, -9999.000000, -9999.000000
1436, 23395362, 9, -93.993040, 0.017297, 1.006400, 8.501120, 8.000000, 9.000000, 0, 109, 0.004650, 20140625, 18:41:32.13, 37.98813907, -119.85718185, -999.000000, 0, 0, 0.00000000052902, 1.006400, 8.501120, -9999.000000, -9999.000000
1436, 23395362, 10, -94.532273, 0.015097, 0.994560, 9.501600, 9.000000, 10.000000, 0, 109, 0.004650, 20140625, 18:41:32.13, 37.98813907, -119.85718185, -999.000000, 0, 0, 0.00000000115036, 0.994560, 9.501600, -9999.000000, -9999.000000
1436, 23395362, 11, -83.025559, 0.216126, 1.006400, 10.502080, 10.000000, 11.000000, 0, 109, 0.004650, 20140625, 18:41:32.13, 37.98813907, -119.85718185, -999.000000, 0, 0, 0.00000012346981, 1.006400, 10.502080, -9999.000000, -9999.000000
