Ping_date, Ping_time, Ping_milliseconds, Target_range, Target_on_axis_depth, TS_comp, TS_uncomp, Angle_minor_axis, Angle_major_axis, PulseLengthDeterminationLevel, Samples_above_PLDL, StandDev_Angles_Minor_Axis, StandDev_Angles_Major_Axis, PulseLength_Normalized_6dB, PulseLength_Normalized_12dB, PulseLength_Normalized_18dB, PulseLength_Normalized_PLDL, Pulse_Start_Normalized_6dB, Pulse_Start_Normalized_12dB, Pulse_Start_Normalized_18dB, Pulse_Start_Normalized_PLDL, Transmitted_pulse_length, Target_true_depth, Target_latitude, Target_longitude, Target_northing, Target_easting, Exclude_below_line_depth, Target_length, Target_length_uncompensated, Target_length_manual, Target_perimeter, Target_area, Target_intensity_variation, Target_compactness, Target_thickness, Target_length_across_beams, Target_range_extent, Ping_number, Target_class, Target_orientation, 
2014-06-25, 18:41:42, 125.0, 14.07181481, 14.07181481, -36.772399, -39.608981, 2.3845, 0.30571, 6.000000, 4, 0.000000, 0.030571, 0.750000, 1.250000, 1.500000, 0.750000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 14.059430, 37.988167, -119.857154, 0.413380, 0.421315, 37.048873, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 74, Unclassified, -9.9e+37, 
2014-06-25, 18:41:42, 625.0, 14.0717460364, 14.0717460364, -45.987045, -48.369515, 1.9565, 1.0394, 6.000000, 4, 0.030571, 0.000000, 0.750000, 1.500000, 2.250000, 0.750000, -0.500000, -0.500000, -0.750000, -0.500000, 0.064000, 14.061231, 37.988167, -119.857151, 0.219347, 0.497698, 37.022027, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 75, Unclassified, -9.9e+37, 
2014-06-25, 18:49:04, 635.0, 10.3303779096, 10.3303779096, -33.170823, -34.160336, 1.284, 0.61141, 6.000000, 4, 0.000000, 0.000000, 0.750000, 1.250000, 1.500000, 0.750000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 10.327196, 37.988824, -119.856541, -0.110208, 0.231466, 29.483942, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 959, Unclassified, -9.9e+37, 
2014-06-25, 18:49:05, 134.0, 10.2830253071, 10.2830253071, -35.729949, -36.407376, -0.55027, 1.0394, 6.000000, 4, 0.000000, 0.000000, 0.750000, 1.000000, 1.500000, 0.750000, -0.500000, -0.500000, -0.750000, -0.500000, 0.064000, 10.280859, 37.988823, -119.856540, -0.186526, -0.098741, 29.519634, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 960, Unclassified, -9.9e+37, 
2014-06-25, 18:49:50, 125.0, 9.9042143238, 9.9042143238, -41.243105, -43.555453, -0.36685, -2.1399, 6.000000, 4, 0.049922, 0.030571, 0.750000, 1.250000, 1.500000, 0.750000, -0.250000, -0.500000, -0.500000, -0.250000, 0.064000, 9.897105, 37.988548, -119.856574, -0.179148, 0.329680, 34.618149, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 1050, Unclassified, -9.9e+37, 
2014-06-25, 18:54:54, 122.0, 13.2844805125, 13.2844805125, -49.707997, -53.532976, -2.7514, -0.48913, 6.000000, 5, 0.027343, 0.027343, 1.000000, 1.250000, 1.500000, 1.000000, -0.500000, -0.500000, -0.750000, -0.500000, 0.064000, 13.268684, 37.988458, -119.856343, 0.113277, -0.637657, 39.091593, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 1658, Unclassified, -9.9e+37, 
2014-06-25, 18:55:09, 129.0, 12.9231839358, 12.9231839358, -44.811935, -48.253835, 1.8342, 1.9565, 6.000000, 4, 0.035300, 0.000000, 0.750000, 1.250000, 1.500000, 0.750000, -0.500000, -0.500000, -0.750000, -0.500000, 0.064000, 12.909040, 37.988444, -119.856283, -0.440987, 0.413406, 39.601554, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 1688, Unclassified, -9.9e+37, 
2014-06-25, 18:55:19, 129.0, 10.8397086053, 10.8397086053, -39.756810, -43.304480, 1.8954, -1.9565, 6.000000, 4, 0.000000, 0.030571, 0.750000, 1.250000, 1.500000, 0.750000, -0.250000, -0.500000, -0.500000, -0.250000, 0.064000, 10.827469, 37.988447, -119.856251, 0.369878, 0.358311, 39.941370, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 1706, Unclassified, -9.9e+37, 
2014-06-25, 18:55:19, 628.0, 10.8632212057, 10.8632212057, -38.769046, -41.454180, 2.2622, 0.61141, 6.000000, 4, 0.035300, 0.030571, 0.750000, 1.250000, 1.500000, 0.750000, -0.500000, -0.750000, -0.750000, -0.500000, 0.064000, 10.854138, 37.988440, -119.856251, -0.408461, 0.174441, 39.958327, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 1707, Unclassified, -9.9e+37, 
2014-06-25, 18:55:20, 127.0, 10.8040698270, 10.8040698270, -47.418793, -50.995960, 2.2622, -1.5285, 6.000000, 4, 0.000000, 0.035300, 0.750000, 1.250000, 1.500000, 0.750000, -0.250000, -0.500000, -0.500000, -0.250000, 0.064000, 10.791814, 37.988441, -119.856247, -0.156575, 0.490061, 39.975284, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, -9.9e+37, 1708, Unclassified, -9.9e+37, 
